"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
11,0.131541991653687,0.68083337191262,0.0809612535513004,0.00599404778922041,0.0343072822958577,0.00349314743172395,6
32,0.123595257438245,0.710503412082486,0.0735385126919074,0.00576884862881248,0.033080377419349,0.00323108647343123,6
48,0.121792282225119,0.716938630522116,0.0717778940476949,0.00601276376647722,0.0335613342665666,0.00332058080164978,6
52,0.121484578902441,0.717959114093124,0.0715276485025202,0.00587119091993651,0.0327231860787193,0.00327083886129673,6
68,0.120569587858086,0.721164444236822,0.0705396239211932,0.0059513907431674,0.0328186231045194,0.00321522133909245,6
73,0.12037242043665,0.721602233511288,0.0703091519330938,0.00585582865979299,0.0323416705418417,0.00316561704255285,6
86,0.120057489564725,0.722407806165175,0.069884359325821,0.00593825618305211,0.0329584497296706,0.00321313913468948,6
89,0.119857216238545,0.723180655069034,0.0697214375922625,0.00585956469574859,0.0321766919025071,0.00313224737301845,6
101,0.119549410885615,0.724105142193104,0.0693542594402879,0.00584032564813989,0.0324985342325105,0.00312770246369487,6
102,0.119604926054417,0.723806486281904,0.0693606182961996,0.00587766210477974,0.0322157865762078,0.00317981770132431,6
115,0.119490778317862,0.723908315925885,0.0690377048665592,0.00585341414144268,0.0320432261431445,0.003130023414358,6
123,0.119442236888547,0.723934992005798,0.0689560682546998,0.00568787694275334,0.0319824000924897,0.00303418318821341,6
140,0.119433423845844,0.723475669639389,0.0687039498346652,0.00571178516553787,0.0316284597819718,0.00311207870050077,6
149,0.119582116892296,0.722557825188527,0.068648035832885,0.00574909053038997,0.0318659944481077,0.00306482442346347,6
162,0.119609525624582,0.722161561908868,0.0684983850730865,0.00552802713136059,0.0307441270829211,0.00295991549310678,6
