"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
2,0.132362870396832,0.671434113383002,0.0808968128909882,0.00635327233664764,0.0375016651187606,0.00399836028935724,5
5,0.123079442609357,0.70845436814443,0.0722485619118922,0.00626571359590229,0.0349748138197773,0.00374957676244204,5
7,0.121126681200656,0.715825026877787,0.0702269683756832,0.00609801000178094,0.0338421020420689,0.00361901239295775,5
8,0.120431211873239,0.718420560326741,0.0695224325170684,0.00610471132974101,0.0338491443315373,0.00363004674046775,5
10,0.119713611311641,0.720975508054161,0.068662360252558,0.00601693710223596,0.0336097943993121,0.00351260539836108,5
11,0.119488524133585,0.721716750355577,0.0682868828834183,0.00597587317358947,0.0329351991669219,0.00350937519430179,5
13,0.119158092312833,0.722765637879919,0.0677560810343216,0.00596094989578871,0.0329782940511525,0.00344088074511539,5
14,0.11915065808998,0.722740020557367,0.067652932331403,0.00597027772022446,0.0325240692487717,0.00343527120102469,5
15,0.119147036367869,0.722573463091153,0.0674468100364807,0.00593223953506778,0.0327529343643126,0.00337973333114725,5
17,0.119252724348911,0.721835923493818,0.0672473085819032,0.00596695948288602,0.0326434687364055,0.00342793129369196,5
19,0.119347681338159,0.721297162114519,0.0670444595652289,0.00585418722432588,0.0317095516593257,0.00333583880639419,5
21,0.119591775693613,0.71996570491188,0.0670180927400474,0.00595105775488647,0.0322794883983252,0.00338087975214413,5
22,0.119661016331282,0.719552583837681,0.0669256329135994,0.00585878483127618,0.0319875477537609,0.00333987203196312,5
24,0.119895138595371,0.718369947060003,0.0668849550841915,0.00588500231047822,0.031965787285339,0.00330827157068399,5
