"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0.134554801375782,0.666112281475139,0.0820934422941709,0.00637484489823265,0.0359668837843499,0.00356446062495999,4
3,0.121780034910934,0.712802121585454,0.0692288365717178,0.00620686609489225,0.0327059943073914,0.003327845777924,4
4,0.120758898940775,0.716582541437274,0.0680757904549585,0.00618967338912294,0.0322511972948346,0.00334816535604521,4
5,0.120145154833246,0.718790328796881,0.0674407435225699,0.00601894164658881,0.0309828928135959,0.00317065617483223,4
6,0.119977625177659,0.719151496108502,0.0669743336432014,0.00589525374854785,0.0305803462553521,0.00307706222463888,4
7,0.120058090269429,0.718479334071578,0.0668061944192763,0.00595673644431872,0.0311895721792225,0.00317696626971993,4
8,0.120283133821897,0.717168804687908,0.0667107373900814,0.00601346427355441,0.0311446251187309,0.00313249627489551,4
9,0.12045948969257,0.716286593918814,0.0665860909618526,0.00593058845304355,0.0307752414518924,0.00310798146852049,4
10,0.120460071627721,0.716088438052767,0.0664944065934243,0.00587483783482308,0.0303790908554305,0.00307750432548814,4
11,0.120818306119709,0.714259793420256,0.0665003303151985,0.00593690761337698,0.030723065897253,0.00308478381575718,4
