"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0.13310610462865,0.665887406246834,0.0790017201339032,0.00627813812789459,0.0361755994616198,0.00347121030134293,7
3,0.124381904693024,0.700755116041052,0.0712076685064504,0.0058838647746849,0.0332724694803241,0.00326715145703071,7
5,0.121970885343272,0.710516216274458,0.0691550289852623,0.00577299776866787,0.0325947683080943,0.00311143363296177,7
6,0.121532257325879,0.712010941710366,0.0686384716004819,0.00582118521529412,0.0331103934814812,0.00317888474507339,7
7,0.121259253501854,0.71302881678285,0.0682252963129491,0.00568735112837785,0.0324920685603061,0.00307897006657438,7
8,0.121095359688089,0.713518210985284,0.0679304739335503,0.00570288722887631,0.0322550119247199,0.00306964491802492,7
9,0.121004384528571,0.713799091689701,0.067704618618138,0.00562461603461718,0.0320732116147126,0.00301946362010611,7
10,0.121175891893525,0.712680075829766,0.0676598002981234,0.0056069690821455,0.0318240623695781,0.0030554612061973,7
11,0.121134725533198,0.712816228664858,0.0675084935620846,0.00564298644123094,0.032447679045031,0.00303710146578296,7
13,0.121486845561786,0.710900820868751,0.067467292422433,0.00559929058910157,0.0319290327378638,0.00305483588122564,7
15,0.121950987577368,0.708535510501846,0.0675568070598672,0.00561080091155333,0.0324946165531198,0.00306518987798027,7
