"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
13,0.13062694339111,0.687655378266763,0.0807518122855743,0.00614941153140113,0.0347564272330626,0.00361577228824179,8
39,0.123007298935548,0.714300893701894,0.0735404536786153,0.00593377945159567,0.0334564423724636,0.00328979921435242,8
59,0.121292938698754,0.720071049412098,0.0718352710581493,0.00593872381052423,0.0327539209226595,0.00328964983514604,8
64,0.121070544112045,0.720590875241244,0.0715785115840818,0.00582763624487262,0.0324030025497919,0.00317380689975002,8
84,0.120356491114836,0.722584338030491,0.0707438140977912,0.00585355782741905,0.0321360958645528,0.00320261104055089,8
91,0.120052737449942,0.723626762721323,0.0704307777723055,0.00561592411910817,0.0312458991228489,0.00302031778340403,8
106,0.119832416541327,0.723860115454093,0.0700171990963852,0.00573764276186523,0.0322903480373049,0.00311734342449174,8
110,0.119802639779399,0.723937895984991,0.0699528371278168,0.00546871956389632,0.0313867088209358,0.00302758247167218,8
124,0.119623930906971,0.724199280106062,0.0696360738117578,0.00559891812658328,0.0312404387569087,0.0030084917158086,8
125,0.119805571588194,0.7232392620122,0.0696936274804145,0.00564119554398229,0.0312557450244556,0.00301284407168845,8
142,0.119558097988023,0.723981810775023,0.0693917317298603,0.00573285242144384,0.0317668177698703,0.00313647790198693,8
152,0.119505068398592,0.723925487185661,0.0693019969051888,0.00562691735835439,0.0308221485361035,0.00304278249617678,8
173,0.119551904397851,0.723290354950181,0.069031090564501,0.00554483870906345,0.0304314763573085,0.00297253434710737,8
184,0.119590739847473,0.722868013150942,0.0690131075207537,0.00546565172019191,0.0305440150550006,0.0028385769293594,8
200,0.119662676181754,0.722368288305928,0.0688156964369163,0.00546168269579052,0.0302306993121833,0.00287474054588113,8
