"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.977592135726864,0.879131062951496,0.943197492163009,0.920876340720337,0.825140745141986,0.00508148827722054,0.0244158343295461,0.0135187705311923,0.0100767808195359,0.0222527737308362,FALSE,0.1,TRUE
"tree",FALSE,50,0.977174027021577,0.891438596491228,0.936238244514107,0.920630524602479,0.825633670428817,0.00509205939583504,0.0249819094517174,0.0141843476727119,0.0111968773202465,0.0246019542979013,FALSE,0.1,TRUE
"rules",FALSE,100,0.978106893640149,0.876897832817337,0.945705329153605,0.921733149701598,0.826752898218973,0.00492774050693736,0.0246186059501665,0.0136192744288656,0.0105281391799806,0.0233008756748681,FALSE,0.1,TRUE
"tree",FALSE,100,0.977839601308268,0.892140350877193,0.938369905956113,0.92226442969826,0.829091541425738,0.00472891006113764,0.0247534208206672,0.0139706556917827,0.010783574556638,0.023675319628559,FALSE,0.1,TRUE
"rules",FALSE,50,0.977040612164131,0.874780185758514,0.944639498432602,0.920301656859063,0.823506263292138,0.0041631826983212,0.0263637012955649,0.00970062094055195,0.00927990625672755,0.0212020885095078,FALSE,0.25,TRUE
"tree",FALSE,50,0.976976456138194,0.887212934296526,0.936551724137931,0.919361796252243,0.822609389137707,0.00369816303294455,0.0243198999540217,0.0113037331405524,0.0101247663111408,0.0225464893581669,FALSE,0.25,TRUE
"rules",FALSE,100,0.97780143702424,0.871971104231166,0.947021943573668,0.920873669713284,0.824485213578796,0.0042426379392791,0.0252259167296921,0.0095682313565703,0.00930929890496562,0.0211704434805162,FALSE,0.25,TRUE
"tree",FALSE,100,0.977477409948745,0.888147918816649,0.937554858934169,0.920342389716623,0.824747092739341,0.00371624011851087,0.0227052832462829,0.0116579881972167,0.010319804025608,0.0227903305069807,FALSE,0.25,TRUE
"rules",FALSE,50,0.977086994639466,0.871617475060199,0.947021943573668,0.920749134009432,0.82420772026277,0.00463535219143746,0.0255272929518767,0.0110831783885039,0.0100427295809756,0.0226561494438671,TRUE,0.1,TRUE
"tree",FALSE,50,0.977187913079767,0.892133470932232,0.936865203761756,0.921281248695797,0.827019980755987,0.00496019842637816,0.0245920560831778,0.012619059781324,0.010594891078261,0.0233902296560478,TRUE,0.1,TRUE
"rules",FALSE,100,0.977683133243398,0.872206398348813,0.947711598746081,0.921403113392596,0.825640891427853,0.00456292958816111,0.0249875391422617,0.0114601985144457,0.0106899315587744,0.0240185233327107,TRUE,0.1,TRUE
"tree",FALSE,100,0.977587787774187,0.890374269005848,0.93730407523511,0.920953466048996,0.82621542339299,0.00471027494843378,0.0223590895779851,0.012650646566794,0.010538514783876,0.0231446318853769,TRUE,0.1,TRUE
"rules",FALSE,50,0.977479759697973,0.880887512899897,0.943699059561129,0.921814281540837,0.827250167581142,0.00544414245696028,0.0269569704084916,0.0151463888961521,0.0125500092443157,0.027662913558834,FALSE,0.1,FALSE
"tree",FALSE,50,0.977069634101234,0.887577571379429,0.937742946708464,0.920263094194733,0.824572006745124,0.0053216661211459,0.0255121734181305,0.0153574330513419,0.0122671102106405,0.0267576583205158,FALSE,0.1,FALSE
"rules",FALSE,100,0.977906141590993,0.879019607843137,0.946269592476489,0.922836609490422,0.829229373274138,0.00519793171219479,0.0267289581931665,0.0141758618419723,0.0113487634267551,0.025121731897714,FALSE,0.1,FALSE
"tree",FALSE,100,0.977650910730018,0.888748538011696,0.939122257053292,0.921570051333417,0.82740043433393,0.0053361955291251,0.0251074921253649,0.0157962094942659,0.0113245856990014,0.0246411114315886,FALSE,0.1,FALSE
"rules",FALSE,50,0.977313985375264,0.871872721018232,0.946771159874608,0.920670339301365,0.824053947995783,0.0049994351812283,0.0269980410777898,0.0109418603535866,0.0110122185196749,0.0248275559381119,TRUE,0.1,FALSE
"tree",FALSE,50,0.977636721652308,0.888623323013416,0.939686520376176,0.921893660531697,0.828028746015657,0.0051946941790178,0.0231142915898899,0.0124196206084464,0.0117695979000807,0.0259555632295776,TRUE,0.1,FALSE
"rules",FALSE,100,0.978143253825756,0.871399380804953,0.947147335423198,0.920751304202663,0.82416715509629,0.00467694878374748,0.0263711210457925,0.00888935827479083,0.010977562536199,0.0249149686371005,TRUE,0.1,FALSE
"tree",FALSE,100,0.978142627297853,0.888271069831441,0.93974921630094,0.921812278285547,0.827819335863989,0.00481847467556842,0.0230948312231816,0.0115794509489453,0.0112906823984933,0.0250151398086042,TRUE,0.1,FALSE
"rules",FALSE,50,0.977381636370107,0.873855521155831,0.946645768025078,0.921281916447561,0.825513322097574,0.00505732448595044,0.0293347520150837,0.0139689329753852,0.0108461752858449,0.0243114321681293,TRUE,0.25,FALSE
"tree",FALSE,50,0.976974154915225,0.889803233574131,0.937868338557994,0.921118818079379,0.826508670460157,0.00530293291663358,0.0257126390424676,0.014057663668862,0.0117148461032627,0.0257951788109399,TRUE,0.25,FALSE
"rules",FALSE,100,0.977881524759714,0.872684554523564,0.947147335423198,0.921200283794499,0.82523570168996,0.00504846526363025,0.0291226993736061,0.013056472220949,0.0113570282330988,0.0255533378634485,TRUE,0.25,FALSE
"tree",FALSE,100,0.977451265079535,0.88933746130031,0.937742946708464,0.920875005216811,0.825957660996587,0.00515457821244154,0.0266516767189027,0.0140907224650078,0.0126219872373061,0.0278068137545023,TRUE,0.25,FALSE
