"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.973106195940401,0.861784657722738,0.935673981191223,0.909929552188974,0.80080837081441,0.00492310789909318,0.0284782455888241,0.016626908684786,0.0118722957169089,0.0260761074682292,FALSE,0.1,TRUE
"tree",FALSE,50,0.97321914350077,0.872564155486756,0.932978056426332,0.911928383623388,0.805940788755856,0.00468875260199333,0.0270926332030693,0.0156917562827883,0.0109790627698309,0.0240898103194715,FALSE,0.1,TRUE
"rules",FALSE,100,0.973931444260045,0.862130030959752,0.937805642633229,0.911439088518843,0.803976343368382,0.00449244002537318,0.0278516904837927,0.0161511401594586,0.0119676125002253,0.0263584486671475,FALSE,0.1,TRUE
"tree",FALSE,100,0.973778250100018,0.87256346749226,0.933918495297806,0.912541880555903,0.807229236049174,0.00456919786695351,0.0238091653457686,0.014742183275278,0.00970655083873777,0.0211395707207173,FALSE,0.1,TRUE
"rules",FALSE,50,0.972749024352633,0.859322325421397,0.935360501567398,0.908865239347273,0.798331182760352,0.00550426660159162,0.0298408711650667,0.0154729608350868,0.0134152213100366,0.0297812544735778,FALSE,0.25,TRUE
"tree",FALSE,50,0.972653958178993,0.869758513931889,0.932351097178683,0.910539543424732,0.802781191318564,0.00533516713864225,0.0262414100821056,0.013510608858677,0.0116238728994909,0.0257864279590367,FALSE,0.25,TRUE
"rules",FALSE,100,0.973517655470042,0.859797041623667,0.937492163009404,0.910418513417637,0.801594939607506,0.0053334510513115,0.0300142033355271,0.0147635258173249,0.0137238079473457,0.0305699264970749,FALSE,0.25,TRUE
"tree",FALSE,100,0.973391768652685,0.867998624011008,0.932539184952978,0.910049079754601,0.80161203829535,0.00524600997184486,0.0253053000338294,0.0134682373393171,0.0121139503395006,0.0267646700962233,FALSE,0.25,TRUE
"rules",FALSE,50,0.972992654202967,0.853102167182663,0.937868338557994,0.908333792412671,0.796575191233102,0.00535641926635193,0.0291254846951878,0.0109821094407626,0.0116840951210325,0.0265648867785884,TRUE,0.1,TRUE
"tree",FALSE,50,0.972815606691447,0.869398692810457,0.931222570532915,0.909681899753767,0.800916578486764,0.00564769983067741,0.0299724082560251,0.0124010366976794,0.0127440115564849,0.0285874155448617,TRUE,0.1,TRUE
"rules",FALSE,100,0.973814735375534,0.855563811489508,0.938307210031348,0.909477400776261,0.799175644701575,0.00492454713872691,0.0308310862784167,0.0114601985144457,0.0121338444463853,0.0276380882995507,TRUE,0.1,TRUE
"tree",FALSE,100,0.973462158685176,0.868108015135879,0.932351097178683,0.909968031384333,0.801409045128898,0.00553945825742967,0.029589238085636,0.0134062989844033,0.0129268864013477,0.0288591965674924,TRUE,0.1,TRUE
"rules",FALSE,50,0.972804837097353,0.860020639834881,0.93423197492163,0.908376528525521,0.797469360587321,0.00592789670312588,0.0228095179439382,0.0163869572973003,0.0116972016401269,0.0253837398486223,FALSE,0.1,FALSE
"tree",FALSE,50,0.972774397115168,0.875261781905745,0.928213166144201,0.909763615875798,0.801758864705905,0.00623054635517388,0.0217398551666898,0.0157091282729874,0.0115399610425442,0.0248972884681957,FALSE,0.1,FALSE
"rules",FALSE,100,0.973729163094595,0.862015135878913,0.936739811912226,0.910705062393055,0.802453835566781,0.00577112255785066,0.0247955335814155,0.0151956967331565,0.0111039981126808,0.0243660265182922,FALSE,0.1,FALSE
"tree",FALSE,100,0.973425958097037,0.873504643962848,0.930846394984326,0.91086674178874,0.803888061780124,0.00578200282732387,0.0213227642600085,0.0160521208653624,0.0113763810890705,0.0245013977276898,FALSE,0.1,FALSE
"rules",FALSE,50,0.97378920301553,0.861775025799794,0.93717868338558,0.910905054046158,0.802802321719836,0.00512400456315637,0.0272808447979431,0.0142034222552225,0.0120059368010744,0.0267289709888473,TRUE,0.1,FALSE
"tree",FALSE,50,0.973113876029431,0.871872721018232,0.931473354231975,0.910701055882476,0.803352885538512,0.00549972735588052,0.0266246982043892,0.0163933200240077,0.0128015027157555,0.0280263285988209,TRUE,0.1,FALSE
"rules",FALSE,100,0.974454169106459,0.860024079807362,0.939373040752351,0.911722549142356,0.804348371433058,0.0049282271555299,0.0274044775780096,0.014408793052804,0.012672529094054,0.0281979926797586,TRUE,0.1,FALSE
"tree",FALSE,100,0.973898817361185,0.871755761953904,0.930783699059561,0.91021151037102,0.80231132080174,0.00531982078433327,0.0294723416687285,0.0170273617722287,0.0138574303646683,0.0304931109213406,TRUE,0.1,FALSE
"rules",FALSE,50,0.973368575258294,0.85675472996216,0.939122257053292,0.910418263010726,0.801325183037044,0.00540662631019583,0.0270612276120393,0.0137897588723925,0.011679471264165,0.0260594832195867,TRUE,0.25,FALSE
"tree",FALSE,50,0.972798785333855,0.869177846577227,0.930470219435737,0.909109803430575,0.799784997902284,0.00533867489333405,0.0279113639091995,0.015612315519563,0.0124331513404438,0.0273018789756888,TRUE,0.25,FALSE
"rules",FALSE,100,0.974014135159646,0.857807361541108,0.940501567398119,0.911684069946997,0.804042373284694,0.00535716040699859,0.029465973211688,0.0143093496001058,0.0116883597655609,0.0262555461004679,TRUE,0.25,FALSE
"tree",FALSE,100,0.973496963873819,0.870705882352941,0.930658307210031,0.90976394975168,0.801299111111144,0.00540543319145457,0.0263399491251658,0.0157904952244531,0.0115065100729712,0.0251035227262381,TRUE,0.25,FALSE
