"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.980305307802052,0.899514963880289,0.948213166144201,0.931250031300864,0.848439276326154,0.00420174650598501,0.0260616208235661,0.013616329020317,0.0112149332605938,0.0248608080632789,FALSE,0.1,TRUE
"tree",FALSE,50,0.980447055157101,0.903504643962848,0.945078369905956,0.930596552731522,0.847416163538212,0.00432319561192638,0.0216793400414743,0.0152161395907462,0.0114552253673375,0.0248843238872862,FALSE,0.1,TRUE
"rules",FALSE,100,0.98059262098944,0.89974957000344,0.949216300940439,0.931985977212971,0.850039427176988,0.00419862912787508,0.025089988113162,0.0151071453590981,0.0114989184132724,0.0252332685806134,FALSE,0.1,TRUE
"tree",FALSE,100,0.980784997406541,0.903506707946336,0.947147335423198,0.931945327824381,0.850239083342276,0.00437339940387644,0.0219279317763016,0.0148123480307784,0.0108066657693986,0.0234984950390514,FALSE,0.1,TRUE
"rules",FALSE,50,0.980012641629274,0.89918610251118,0.949341692789969,0.931863444764409,0.849687779730566,0.00468104801376927,0.0257063309574299,0.0117525639854932,0.0112858083335714,0.0250714769416708,FALSE,0.25,TRUE
"tree",FALSE,50,0.979980813796123,0.904339869281046,0.946645768025078,0.931903175994324,0.85015002059297,0.00454654111129897,0.0227558745508877,0.0112491335769333,0.0108251200518392,0.0238279260151465,FALSE,0.25,TRUE
"rules",FALSE,100,0.980551410334799,0.900008255933953,0.950344827586207,0.932802971495347,0.851723408595592,0.00459690172735527,0.024176221966896,0.0106421128857351,0.0104438533901023,0.0232467519677335,FALSE,0.25,TRUE
"tree",FALSE,100,0.980328764316594,0.903292053663571,0.946583072100313,0.931495096197988,0.849210911629487,0.00439082692954879,0.0246653387321144,0.0118138359502406,0.0112118333158521,0.0247883321258314,FALSE,0.25,TRUE
"rules",FALSE,50,0.979851946388191,0.898000687994496,0.949090909090909,0.931290680689454,0.848403969346356,0.00471232704846648,0.0238756916711988,0.0112146726850206,0.00937223074326134,0.0209410200975193,TRUE,0.1,TRUE
"tree",FALSE,50,0.979764512855684,0.904090815273478,0.947335423197492,0.9322705229331,0.850907223674001,0.0041814943387047,0.0212223798617274,0.0107104887981204,0.00970246052927602,0.0214808880400637,TRUE,0.1,TRUE
"rules",FALSE,100,0.980268535682436,0.899522531819745,0.950595611285266,0.932802303743583,0.851688328336296,0.00446040418871753,0.0240224767499149,0.010906428617923,0.00907963630177635,0.0203708491399349,TRUE,0.1,TRUE
"tree",FALSE,100,0.980385510922182,0.904911592707258,0.947962382445141,0.932964901297943,0.85241873357086,0.00404495555229621,0.0225562595985913,0.01129379329415,0.0093209099775917,0.0206814230299534,TRUE,0.1,TRUE
"rules",FALSE,50,0.979910416215103,0.901414516683867,0.949717868338558,0.932885772713994,0.85206354590296,0.00491188532846455,0.0202894048291272,0.0132084219656611,0.0105640932102135,0.0230716822394646,FALSE,0.1,FALSE
"tree",FALSE,50,0.97999406469952,0.900475404196766,0.947586206896552,0.93116990108927,0.848413354700945,0.00488844140044106,0.0186682909318843,0.0140054951074908,0.0116710038870581,0.0253520414728919,FALSE,0.1,FALSE
"rules",FALSE,100,0.980465412101155,0.900242174062607,0.950658307210031,0.933090021284587,0.852411851162973,0.00477302354549859,0.0210959903244728,0.0134915953046742,0.0111492465747658,0.0244340594337922,FALSE,0.1,FALSE
"tree",FALSE,100,0.980509741376614,0.902352253181975,0.949278996865204,0.932926755978465,0.852240296050063,0.00477408535644247,0.0202810977400025,0.014753741987496,0.0117632311148313,0.0255993485528902,FALSE,0.1,FALSE
"rules",FALSE,50,0.980282477815413,0.902567595459236,0.94846394984326,0.932473936813989,0.851235791108062,0.00432327267288108,0.0230304465477159,0.0124615342469415,0.00968195027550451,0.0213755518612798,TRUE,0.1,FALSE
"tree",FALSE,50,0.980275635613097,0.901042311661507,0.946457680250784,0.930635699678644,0.847258925497516,0.0040713533289916,0.0251609168543941,0.0132369361495662,0.011575255142833,0.0255541590061699,TRUE,0.1,FALSE
"rules",FALSE,100,0.980818126821757,0.90080701754386,0.949780564263323,0.932719252118025,0.851615972401031,0.00426091209946108,0.0237273202875946,0.0118228297291363,0.0101436989822561,0.0224631851016905,TRUE,0.1,FALSE
"tree",FALSE,100,0.980586594028251,0.902450636394909,0.947774294670846,0.931984224364592,0.850218539859654,0.00403432929026482,0.0219570196131937,0.0131879083240359,0.0101408558070005,0.0222347718819892,TRUE,0.1,FALSE
"rules",FALSE,50,0.980458173061888,0.903281045751634,0.949216300940439,0.933209131505363,0.85281729604055,0.00404921101978658,0.0273650011704411,0.0141615658762579,0.0105268428439518,0.0233327858046118,TRUE,0.25,FALSE
"tree",FALSE,50,0.980657227770391,0.904571035431717,0.946959247648903,0.932188222528275,0.850812073378593,0.00413587976104897,0.0244309343085464,0.0156013929176428,0.0105945441243286,0.0230571447390031,TRUE,0.25,FALSE
"rules",FALSE,100,0.981102656758683,0.900580667354661,0.950470219435737,0.933086265180919,0.852403548343249,0.00393218970048917,0.0262322681276092,0.0152656162553151,0.0115870039457739,0.0254878255518653,TRUE,0.25,FALSE
"tree",FALSE,100,0.981096842234667,0.90562779497764,0.947711598746081,0.933046617419974,0.852700254125082,0.00395203789216596,0.0231657544036451,0.015531822865702,0.0103998310246852,0.0225395013208755,TRUE,0.25,FALSE
