"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.981492668760844,0.891777777777778,0.955924764890282,0.933576979257961,0.852751134687475,0.00397300940788446,0.0273993564474503,0.0106241951116968,0.00946021112438971,0.0215082486638326,FALSE,0.1,TRUE
"tree",FALSE,50,0.98114288610456,0.899166838665291,0.951724137931034,0.933414632110513,0.852972452772293,0.00395776511631939,0.0260780848856406,0.0135537357370547,0.010562768723324,0.0234086127175853,FALSE,0.1,TRUE
"rules",FALSE,100,0.982345655767669,0.893768145854833,0.95705329153605,0.935006468845207,0.855927351896286,0.00369788724158413,0.0265910652496618,0.0110469291388661,0.00980004182908402,0.0221834729347854,FALSE,0.1,TRUE
"tree",FALSE,100,0.98196124369563,0.90209563123495,0.952727272727273,0.935089270063854,0.856673234565056,0.00384519398096056,0.0272739806058545,0.0122289036824664,0.0102640318641538,0.0229484167076443,FALSE,0.1,TRUE
"rules",FALSE,50,0.98143721511043,0.892163742690058,0.955360501567398,0.933335253119653,0.852292198816644,0.00438196755036006,0.0258568378256477,0.010758317063034,0.00977509838474055,0.0219578356588612,FALSE,0.25,TRUE
"tree",FALSE,50,0.981238156088482,0.904234606123151,0.951786833855799,0.935213221484913,0.857104178199959,0.00450520107040256,0.022260570951586,0.0103658405918504,0.00864182564243373,0.0191890144975369,FALSE,0.25,TRUE
"rules",FALSE,100,0.981916534837,0.895678018575851,0.957429467084639,0.93590843453946,0.85798165143157,0.0043958514318797,0.0252381244372584,0.0104467827937323,0.00992590598964868,0.0222835051481434,FALSE,0.25,TRUE
"tree",FALSE,100,0.981774430544368,0.903291365669075,0.952539184952978,0.935376319853095,0.85737863315601,0.00440623363385132,0.0226351239474851,0.0101135792137815,0.00862111908925273,0.0192396872323425,FALSE,0.25,TRUE
"rules",FALSE,50,0.981613151909832,0.89272170622635,0.958181818181818,0.935375485163391,0.856665634854296,0.00478804782564171,0.0244784597733463,0.0111077603075572,0.0111339736241017,0.0248971331653245,TRUE,0.1,TRUE
"tree",FALSE,50,0.981237972767064,0.902919160646715,0.952539184952978,0.935252535369976,0.857108709614953,0.0042600162476537,0.021725344785067,0.010969684582499,0.0104625190890638,0.0232231675784201,TRUE,0.1,TRUE
"rules",FALSE,100,0.982244421367513,0.895532851737186,0.958244514106583,0.936396561078419,0.859021247134829,0.00443332750994386,0.0243380770655254,0.0112482421398582,0.0108114308820292,0.0241551143305524,TRUE,0.1,TRUE
"tree",FALSE,100,0.981885493129221,0.903860337117303,0.952789968652038,0.935743082509077,0.858208326481411,0.00427176237245338,0.0218702067154599,0.01115819961998,0.00995134242020633,0.022095585824834,TRUE,0.1,TRUE
"rules",FALSE,50,0.981778817318051,0.895327829377365,0.956489028213166,0.935174658820583,0.856427650524898,0.00467638980996452,0.0244707816404114,0.0114986333867117,0.0113832813131963,0.0253810607764244,FALSE,0.1,FALSE
"tree",FALSE,50,0.981589845287507,0.905879600963192,0.952601880877743,0.936318100246233,0.859559838981565,0.00454827536892053,0.0238318129386264,0.0121927710346559,0.0114987442599589,0.0254102476375022,FALSE,0.1,FALSE
"rules",FALSE,100,0.982383777995607,0.896853801169591,0.957680250783699,0.936480948207504,0.859304958473471,0.00449863242696906,0.0239749811729093,0.0117847714885273,0.0114087767141198,0.0253821641298966,FALSE,0.1,FALSE
"tree",FALSE,100,0.982237636318345,0.906462332301342,0.952978056426332,0.9367669963691,0.860541564475284,0.00451260316634135,0.0238927587397177,0.0119830614959782,0.0112108103507571,0.0248160155022758,FALSE,0.1,FALSE
"rules",FALSE,50,0.981806438463853,0.893310629514964,0.956363636363636,0.934392888443721,0.854663043712412,0.00415176390617032,0.0204758729353575,0.0118287652680995,0.0100218762707119,0.0221549178097269,TRUE,0.1,FALSE
"tree",FALSE,50,0.981657703327715,0.903398004815961,0.951849529780564,0.934966821084262,0.856549680570584,0.00419498226969514,0.0193233896122127,0.0104019569303774,0.00928937398177645,0.0205160523162753,TRUE,0.1,FALSE
"rules",FALSE,100,0.982537466045099,0.89530787753698,0.956990595611285,0.935496598639456,0.857109987868902,0.00402050832505122,0.0228488677765701,0.0113122460573915,0.00975223503966956,0.0217694083995286,TRUE,0.1,FALSE
"tree",FALSE,100,0.982125227938615,0.90315995872033,0.951786833855799,0.934842702725262,0.856258019134601,0.00405912781190995,0.0204023330406059,0.0101310143826782,0.00899376710056228,0.0199809106052207,TRUE,0.1,FALSE
"rules",FALSE,50,0.98213625094761,0.894371517027864,0.957241379310345,0.935334585367889,0.856703465320487,0.00446836247110857,0.0248513521995486,0.0124711866205818,0.00977140032956705,0.0217410609299474,TRUE,0.25,FALSE
"tree",FALSE,50,0.981782158081293,0.905740626074991,0.952037617554859,0.935906932097993,0.858696775118101,0.00401086091091976,0.024237716517456,0.0137920856197353,0.0111615449046092,0.0245134506218836,TRUE,0.25,FALSE
"rules",FALSE,100,0.982658169179788,0.894484348125215,0.958495297805643,0.93619131088018,0.858499804868591,0.0041091953571158,0.0290754897414913,0.0136651406009852,0.010646033675783,0.0238534395688706,TRUE,0.25,FALSE
"tree",FALSE,100,0.982348403432208,0.906445820433436,0.951912225705329,0.936069529652352,0.859074842985835,0.00382547304105202,0.023650990972377,0.0128020868829967,0.0101211834731013,0.0222847986566071,TRUE,0.25,FALSE
