"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.978755128955834,0.892483660130719,0.944952978056426,0.926675097032678,0.838340916144361,0.00463696914844023,0.0239420261443071,0.0137762268729621,0.00985959063471897,0.0216454730655731,FALSE,0.1,TRUE
"tree",FALSE,50,0.97878498770129,0.900693498452012,0.941755485893417,0.927450273360878,0.840583027559673,0.00462616019199703,0.0226888189640014,0.0134511022651536,0.0102081502259358,0.0223087456550706,FALSE,0.1,TRUE
"rules",FALSE,100,0.979417490804274,0.893420708634331,0.948025078369906,0.929002545803598,0.843281227797937,0.00444638864462964,0.0253508628071868,0.0136582411273748,0.0104008377378924,0.0230013276744492,FALSE,0.1,TRUE
"tree",FALSE,100,0.979417875779251,0.901514275885793,0.944702194357367,0.929656024372939,0.845275820061669,0.00447284885589281,0.0217940844136636,0.013929683620038,0.00964129580824602,0.0209544536739256,FALSE,0.1,TRUE
"rules",FALSE,50,0.978532009537027,0.893783969728242,0.946457680250784,0.928104252744042,0.841385352818719,0.00510600918737767,0.0254199504806795,0.0108007357986369,0.0115791134505315,0.0258010234894407,FALSE,0.25,TRUE
"tree",FALSE,50,0.978465021734372,0.898131406948744,0.944137931034483,0.928105254371687,0.841757009092158,0.00522814914188082,0.0222664568822482,0.0122592055241313,0.011251933989163,0.0247019287536105,FALSE,0.25,TRUE
"rules",FALSE,100,0.979088050355158,0.894260061919505,0.947398119122257,0.928880764575769,0.843047885586401,0.0049554318842259,0.0263521082783804,0.0112098432843725,0.011420456637397,0.0254985446639573,FALSE,0.25,TRUE
"tree",FALSE,100,0.978885957902932,0.899303061575507,0.944827586206897,0.928962981511623,0.843631058064009,0.00502101537343581,0.0221451143176982,0.0115223290015841,0.0108063908995739,0.023788309101781,FALSE,0.25,TRUE
"rules",FALSE,50,0.978812090155316,0.894146542827657,0.946708463949843,0.92839071825049,0.842041977235149,0.00417615240483163,0.0241897631651958,0.0122315273477364,0.00974004665423226,0.0216667475663954,TRUE,0.1,TRUE
"tree",FALSE,50,0.978998948597753,0.899534915720674,0.943824451410658,0.928390467843579,0.842435936968587,0.00455332621656149,0.024720470896239,0.0124563832560231,0.0107633866561266,0.0238373819495853,TRUE,0.1,TRUE
"rules",FALSE,100,0.979401341265759,0.893795665634675,0.947962382445141,0.929086098242978,0.843496662655615,0.00397878881004169,0.0238148708220691,0.0131786287232979,0.0105285098316135,0.0232766899730486,TRUE,0.1,TRUE
"tree",FALSE,100,0.979349087113259,0.898829033367733,0.944075235109718,0.928308751721547,0.842239949869256,0.00412206987386982,0.021414807383018,0.0124163906220173,0.00966027883262045,0.0212232407212726,TRUE,0.1,TRUE
"rules",FALSE,50,0.978558837008928,0.893318885448916,0.946645768025078,0.928064187638245,0.841317277113226,0.0052285906362818,0.0218373211023718,0.0122559332612276,0.0105364503340269,0.0232372465501958,FALSE,0.1,FALSE
"tree",FALSE,50,0.978756778848591,0.894605435156519,0.943510971786834,0.926471182337966,0.838091219024405,0.0048217458148477,0.0215821725779329,0.013382342568676,0.0110750622739524,0.0242037480879357,FALSE,0.1,FALSE
"rules",FALSE,100,0.979269949414072,0.892842793257654,0.947523510971787,0.928472183965611,0.842162274510183,0.00475419952993398,0.0196020811804207,0.0128365045215313,0.00924873916646494,0.0202038660554191,FALSE,0.1,FALSE
"tree",FALSE,100,0.979198111142384,0.896237358101135,0.944952978056426,0.927982471516214,0.841359124564009,0.00465776038087492,0.0229057235580768,0.0128887366713479,0.0101442738987465,0.0223139850047876,FALSE,0.1,FALSE
"rules",FALSE,50,0.979087635186066,0.895542483660131,0.947084639498433,0.929125662534953,0.843693600409154,0.00448806936225766,0.0238191349166469,0.0123723790905804,0.010801802507693,0.0238633471882624,TRUE,0.1,FALSE
"tree",FALSE,50,0.978811831348609,0.89800343997248,0.943699059561129,0.92777822294562,0.841047688778267,0.00430899619434097,0.0217645054402276,0.0111140777401362,0.00937544017392082,0.0207426877421582,TRUE,0.1,FALSE
"rules",FALSE,100,0.979528475747116,0.896950120399037,0.947335423197492,0.929779641918117,0.845166967637328,0.00422006339177232,0.0237375098019753,0.0121327516203709,0.0102879319455667,0.0227464194946636,TRUE,0.1,FALSE
"tree",FALSE,100,0.979294298811754,0.899761953904369,0.943824451410658,0.928472434372522,0.842629843672909,0.00421527940563933,0.0220624629286285,0.0112017896564313,0.00968842464369405,0.0214275957663724,TRUE,0.1,FALSE
"rules",FALSE,50,0.978726995588424,0.896483660130719,0.946457680250784,0.929044280288803,0.843585213564319,0.00446985223126021,0.0252718601124932,0.0129613533435849,0.00993650088635389,0.0220412038011308,TRUE,0.25,FALSE
"tree",FALSE,50,0.978716011400435,0.900129342965256,0.943949843260188,0.928677768039731,0.843089786508049,0.00391744318083682,0.0260954457215354,0.0138267948019009,0.0105505020248064,0.023272515068044,TRUE,0.25,FALSE
"rules",FALSE,100,0.979404417830488,0.891795665634675,0.947711598746081,0.928226952130546,0.841530829238231,0.00404351487174312,0.0250999456172452,0.0133215103515348,0.00999974397701972,0.0221730985195833,TRUE,0.25,FALSE
"tree",FALSE,100,0.979190094604635,0.898366013071895,0.944890282131661,0.928677267225909,0.842956688594281,0.00382628323709227,0.0261020874110744,0.0136875765015499,0.010473625142218,0.0231523972101943,TRUE,0.25,FALSE
