"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.126311090046731,0.697364396911452,0.0627927895792985,0.00720721191641895,0.0397056671830272,0.00350342532062258,8
1,1,0.13391311444411,0.679319716057314,0.0663392444465312,0.00741106981570061,0.0363332681785467,0.00379682597549956,8
1,2,0.126240427801529,0.70395798462817,0.0637678361153079,0.00637540480716762,0.0336595630056637,0.00330550920649658,8
1,5,0.123766663243865,0.710096812814083,0.0637115812149123,0.00704220909758173,0.038043465275445,0.00348760892278454,8
1,9,0.12421297827061,0.707029769288484,0.0646676024369496,0.00692642783425981,0.0386917345027145,0.00347969130643904,8
5,0,0.110790693825664,0.759971775334851,0.0571203464956747,0.00580432188979888,0.0260595703836675,0.00315104259822278,8
5,1,0.116530146092885,0.742017977038245,0.0589736671230238,0.00652765687215938,0.0289530775668579,0.00353327768242214,8
5,2,0.110706981930716,0.762669402834,0.0574559341975601,0.00594821979383125,0.0267192688494459,0.0033091644188465,8
5,5,0.108864447990726,0.768825769118344,0.0577914544568782,0.00600225640556814,0.0268851611419442,0.0032386050136335,8
5,9,0.109502437530453,0.766052494709606,0.0588271302507886,0.00586328601131376,0.0262396056164228,0.00311512494544074,8
10,0,0.107913314557743,0.772131323559464,0.0559793769839822,0.0056646072649111,0.0239500087568722,0.00300289263125707,8
10,1,0.113373778572189,0.753759728252319,0.0575195306127268,0.00640318229521642,0.028215253997245,0.00354649606849605,8
10,2,0.107825495761305,0.773811362169528,0.0562195507229497,0.00586768263772739,0.0258818059558264,0.00312596594537489,8
10,5,0.106236351598803,0.779449305075547,0.0566250234907661,0.00599390733197705,0.0257216426651688,0.00314260142737299,8
10,9,0.106902098763619,0.776758659779762,0.0577023143231231,0.00583441693737271,0.0248368465761442,0.00302895128808467,8
50,0,0.106065344930118,0.780209792514003,0.0552959480909196,0.00549159579623978,0.0237483577311139,0.00277023592342022,8
50,1,0.111616681343826,0.760340091470821,0.0566558692200271,0.00585813035874384,0.0252115965685955,0.0032373666138734,8
50,2,0.106000538574432,0.780872718536243,0.0554253598573011,0.00539984788652342,0.0242659629734414,0.00284466410974153,8
50,5,0.104429657854602,0.786727115396882,0.0559252423515454,0.00564508930146595,0.0245283571480237,0.0028962769978918,8
50,9,0.105071697590947,0.784250718839488,0.0569957469609837,0.00555252885226037,0.0241515845296388,0.00283216395020256,8
100,0,0.105762635850169,0.781633778916615,0.0552092425828121,0.00524611640530742,0.0226417778940329,0.00269454817180109,8
100,1,0.11134301023607,0.761182868259077,0.056504033333063,0.00577841491401697,0.024892744809567,0.00319940923321121,8
100,2,0.105784381222715,0.781656368222581,0.055343276780103,0.00526666097811708,0.0236594668742331,0.00279267950143603,8
100,5,0.10416458570411,0.787856576681352,0.0558101959813715,0.0055047086736799,0.0239423873814634,0.00283994022096551,8
100,9,0.104800691158728,0.785441080803803,0.0568842539749102,0.00537182233008375,0.0234166966614666,0.00277516168915759,8
