"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
2,0.109276436036548,0.770529546648387,0.060621585297445,0.00561393920529543,0.0232533856426987,0.00277852689557895,2
4,0.107287196754727,0.776893339069445,0.0587710078814602,0.005359088945725,0.022489353532046,0.00269329415581877,2
6,0.106690185746909,0.778691936702294,0.0581305646703753,0.00546438899584215,0.022652089137225,0.00270037072232166,2
7,0.106521973160415,0.779191259879628,0.0578853508679206,0.00544944190084067,0.0224599790729268,0.00266893614113343,2
9,0.106456026085738,0.779213517511667,0.0576792316690297,0.00552072261190542,0.0223032276390104,0.00275495746273762,2
11,0.106399094058531,0.779236045957931,0.0575258513396963,0.00546749291689722,0.0222630895401682,0.00281484108478217,2
13,0.106717232119542,0.77765495502731,0.057563917858019,0.00557696536060225,0.0228840026707658,0.00281239824191274,2
14,0.106779646330876,0.777301477663378,0.0575245233064233,0.00559697248130545,0.02294447401351,0.00281584991799564,2
15,0.106934606929619,0.776664569036254,0.0575645836274908,0.00550711656612848,0.0224024575127693,0.0027579778472691,2
17,0.107265860715617,0.775091542336855,0.0576690783315829,0.00557360325489639,0.0227182026308822,0.00284083160949028,2
18,0.107369906536234,0.774582035685845,0.0576515155219183,0.00561854703720607,0.0230585897716556,0.0028522503812246,2
20,0.107823020050636,0.772529566637297,0.0577816187628237,0.00566464170559047,0.0230942494798965,0.00286147358861102,2
