"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
26,0.113264672304542,0.763192764346734,0.0672567727182976,0.00548197269174244,0.0243440367594145,0.00284449746418993,8
77,0.108492380973053,0.77601692089388,0.0624320115632029,0.00526454024681368,0.0233471031925124,0.00270246859689203,8
117,0.107455050588253,0.778787914915935,0.0612450545239349,0.00526886881646046,0.0232990105630238,0.00263175855847746,8
127,0.107425277965359,0.778653259671762,0.0611062212568068,0.0051767081175817,0.0226656281653486,0.00263370787462801,8
168,0.106966679363437,0.77966113589079,0.0604256300529545,0.00517718732058847,0.0225737234745047,0.00266552375921484,8
181,0.106935823343569,0.779562800322245,0.0603958381954024,0.00528686230309395,0.0227822762306752,0.0026966524776411,8
212,0.106786265528361,0.779718387299999,0.0600123263391894,0.00533686520924986,0.0232813189784914,0.00269556301810055,8
219,0.106968175190324,0.778774878417337,0.0600666499913894,0.00525004717354907,0.0231202643198337,0.0027057338297929,8
248,0.106955412940684,0.778549351820258,0.0598221637160851,0.0052085346232711,0.0226765132089819,0.00272991671256369,8
250,0.106929258265976,0.778605813654197,0.0598606184888113,0.0051974783188087,0.0230183460670852,0.00270968287738229,8
283,0.10706043962732,0.777696572375225,0.0597629789550119,0.0052921071400861,0.0234021608087388,0.00275885797077618,8
303,0.107243362782096,0.776728460605673,0.059724836440027,0.00521738825944042,0.0231478386808197,0.00271896808951557,8
345,0.107748388259528,0.774205184766774,0.0598021442079229,0.00530674375772059,0.0237970867585486,0.0027132205548288,8
368,0.107912953065341,0.773348742779124,0.0597568634440167,0.00521950782355968,0.0239306966791545,0.00269458068574932,8
399,0.108451539084773,0.770763220672874,0.0599357458111593,0.00541499270177138,0.0246417215890505,0.00283010518008991,8
