"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
4,0.111723476199559,0.763318132869695,0.0640216766257338,0.00570302532982556,0.0244011659801432,0.00299183346560585,5
10,0.107331122987616,0.777157153863255,0.0597416285608861,0.00561858718871873,0.0230246666355466,0.00292205559422099,5
14,0.106608151221669,0.779279821137428,0.0588231969633434,0.00556653548629459,0.0228149456093316,0.00290838191838461,5
16,0.106442428923108,0.779682765444156,0.0585663954291218,0.00551239226925793,0.0225497501822368,0.00289346177964342,5
20,0.106333134417142,0.779692594356567,0.0582658109717889,0.0055418151614071,0.0228122893216207,0.00294931321992593,5
22,0.106257405114526,0.779893678884277,0.0580418371885383,0.00557298619481279,0.0230694048758386,0.00294243222344949,5
26,0.106426673952693,0.778956684956879,0.0579992559038599,0.00562205331924394,0.0229891445240544,0.00300747734274853,5
27,0.106478533883014,0.77877857036424,0.0579176523993788,0.00554064761712848,0.0226695733936127,0.00295696197188208,5
30,0.106469403765028,0.778647716578183,0.0578282507062436,0.0054909892847075,0.0227886708314982,0.00296862270563869,5
34,0.106761602439248,0.777256247922594,0.0578468464614245,0.00555909113123867,0.0232205893624096,0.00299118060295489,5
37,0.106963176807017,0.776358370385808,0.057833823970172,0.00554128076193268,0.0229235849924243,0.00301493156327362,5
42,0.107270494318765,0.774899376327358,0.057912917889919,0.00548857234574567,0.0232141571666171,0.00299045849087112,5
44,0.107490679215205,0.773925921544442,0.057925326712569,0.00572841068873151,0.023777092188903,0.00312069097881705,5
48,0.107813769915873,0.772494500777946,0.0580116931098599,0.00553041633200664,0.0228840789388061,0.00302041536447943,5
