"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
21,0.113799028508849,0.759430531762305,0.0673874630446459,0.00523750630156908,0.0247708838197896,0.00275452333253533,6
63,0.108436150353114,0.77576675688763,0.0622673414372743,0.00514095183104257,0.0226380704884949,0.00254721265268382,6
95,0.107580113649849,0.777802474234398,0.0611852569959137,0.00517687463047658,0.0224466215921419,0.00257044704065505,6
103,0.107453724518177,0.777965352618275,0.0609887044189434,0.00523356292459485,0.0231791969072065,0.0026350373896806,6
136,0.107126197061263,0.778548694921405,0.060428430752412,0.00517864579518852,0.0227055779197282,0.00261183845842328,6
146,0.107019067541222,0.778694609953811,0.0603169867592907,0.0052573876474343,0.0228111013632483,0.00264600919349467,6
172,0.106898019542936,0.778818067638631,0.0599978912357644,0.00534297255649497,0.0233223795816113,0.00268334265881899,6
178,0.106925151989254,0.778682058513936,0.0599881052569444,0.00527118720325712,0.0229713044746702,0.00261951489486597,6
201,0.106972512624283,0.778084336498228,0.0598670446301689,0.00525811642202459,0.0229219612555827,0.00270937825586919,6
203,0.1071119351118,0.777532991162325,0.0599227763975186,0.00520724295713001,0.0225118947290941,0.00261389624916722,6
229,0.10728216112935,0.776486688539707,0.0598360143704403,0.00521816631656715,0.0231050715293767,0.0026644593906194,6
245,0.107419505795447,0.77576061507502,0.0598201765141662,0.00524903381970872,0.0229743424553391,0.00264939864770863,6
280,0.107916259006833,0.773310206564755,0.0599149183215386,0.00526671065636751,0.0233200095190548,0.00265572766965394,6
298,0.108053392716768,0.772575334077185,0.0598873484213282,0.00528050020347826,0.0239335742295534,0.0026768515702676,6
323,0.108393083388648,0.770885108171516,0.0599228577554522,0.00525090656863642,0.0241488512895593,0.0026404505904832,6
