"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
2,0.111801445722313,0.760690622286337,0.0627048978882334,0.00557377394147135,0.023795723759321,0.00279358554892175,4
5,0.108308372366277,0.772421814049353,0.059524897990165,0.00552248123884454,0.0229791428434677,0.00287212569832604,4
7,0.107825372445923,0.773845397671363,0.058952891331911,0.00558263453561183,0.0234110137985269,0.00292250708357441,4
9,0.107583223663955,0.774423605234984,0.0586291794412975,0.00554581511496235,0.0235367522568402,0.00290498525158501,4
10,0.107711149188763,0.773798278271878,0.0586134466497282,0.00552923151771259,0.0231921038393145,0.00290201889941232,4
12,0.107779094556454,0.773322308205233,0.0584786870925936,0.0056645022986885,0.0235955400470348,0.00300921101679572,4
14,0.107971860366858,0.772291063869621,0.0584795085731164,0.00566381640817338,0.0241182389796846,0.00303077361455107,4
15,0.108005681202765,0.772077906857919,0.0584645782605756,0.00572279572387827,0.0243203725027069,0.00301717181748827,4
17,0.108354721213922,0.770456053575029,0.0585577543521263,0.0056710136195301,0.0239235524505197,0.00307402707228706,4
19,0.108699482037245,0.768891330033423,0.0586348949938734,0.00572773407153037,0.0245665842425369,0.00306444334570298,4
20,0.108905682330205,0.767953751945997,0.0587324947197219,0.00565089033035392,0.0240884998805652,0.00306968706425036,4
22,0.109418431749294,0.76567186302193,0.0589146684702933,0.00565960084713465,0.0241078667762522,0.00307150026215349,4
