"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
4,0.984511430090377,0.912531819745442,0.952037617554859,0.938275864947206,0.864110082769331,0.00350262335029266,0.0245907281737287,0.0125271838161212,0.00988945020156945,0.0218015339452293,5
10,0.984704773797546,0.910663226694186,0.956300940438871,0.940401151871792,0.868489907836513,0.00354668429135042,0.0221825887138355,0.0109769950258698,0.00910004587553687,0.0201554265979399,5
14,0.984400343781576,0.908901960784314,0.956112852664577,0.939665456366596,0.866820754707876,0.00362105613480165,0.0211413762072664,0.0102707970812178,0.00780726734974952,0.0173660214759348,5
16,0.984254733736425,0.908427932576539,0.955360501567398,0.939011310045491,0.86539896900393,0.00378111579931521,0.0220364825358888,0.0103400768040568,0.00826725986576966,0.0184365669274754,5
20,0.983892861571841,0.906205710354317,0.955862068965517,0.938562831267476,0.864341561514072,0.00377859220291688,0.0204572528477288,0.0117265974771451,0.00883487349783931,0.0194244147510428,5
22,0.983665213035662,0.904679050567595,0.955987460815047,0.938112850047995,0.863265786119738,0.00375375079722838,0.0220778496019144,0.0108400288547477,0.0084894253257982,0.0188524657441672,5
26,0.983298854888158,0.904094255245958,0.955423197492163,0.937541254538625,0.862036916445061,0.00383350171975747,0.0206654625499575,0.0113873432117216,0.00812840306120097,0.0179438472959353,5
27,0.983208952986683,0.90162779497764,0.954921630094044,0.93635607862777,0.859343582186017,0.00384454553617739,0.0229851953907521,0.011004001437852,0.00836232641532348,0.0186698774027677,5
30,0.982903796155211,0.90116339869281,0.954169278996865,0.935703434748132,0.857955648922833,0.0038626109964511,0.0206767893307567,0.0111847685092541,0.00822990495914566,0.0181879195167063,5
34,0.982570466056961,0.899640178878569,0.952978056426332,0.934395726388715,0.85510648069537,0.00387486219094978,0.0208188592972463,0.0125071563311858,0.00838177485113916,0.0183767396600517,5
37,0.982319884011461,0.899407636738906,0.953667711598746,0.934763574141313,0.855870875885065,0.00392754379323737,0.0209745762167287,0.0127499716432872,0.00886323062198774,0.0194564078492055,5
42,0.981966520117369,0.899284485724114,0.952727272727273,0.934109511289178,0.854489548872812,0.00388736265232241,0.0204733674293328,0.0131914054952187,0.00844553916801571,0.0184102566709522,5
44,0.981861510374375,0.8988173374613,0.952288401253918,0.933660615166312,0.853503708675577,0.00404217935598555,0.0201486761961522,0.0124957664257326,0.0086461728616359,0.0189219353563886,5
48,0.981540718382717,0.898586171310629,0.952100313479624,0.933456366595718,0.853042464150781,0.00396805990908801,0.0206747634619826,0.0117641620255113,0.00800036786643625,0.017628118171285,5
