"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
1,0.981518330524202,0.903511523907809,0.950470219435737,0.934109010475356,0.854727558487744,0.00397530072822333,0.022914869959049,0.0110786537186323,0.00949144571020563,0.0210723357636289,1
3,0.982209205323223,0.903161334709322,0.953730407523511,0.936111180668586,0.858933676540482,0.00375270245725993,0.0221055369674068,0.0108511236980067,0.00852776130681316,0.0188981393509072,1
4,0.981980161387549,0.901990368077055,0.952476489028213,0.934886523934727,0.856275488746381,0.00390361596119623,0.0223459835168565,0.0113533018378797,0.00945598302835685,0.0209267591730928,1
6,0.981632628192893,0.89952528379773,0.951912225705329,0.933661115980134,0.853555189861674,0.00383741633104979,0.0201041862280036,0.0125009011888435,0.00888464557517649,0.0194359560809163,1
7,0.981198861681834,0.898941176470588,0.949717868338558,0.932026877008472,0.850052352761051,0.00383490146638706,0.0213947690187791,0.0119320752232017,0.00921412330117784,0.0202752252788867,1
8,0.980941983084825,0.897883040935673,0.949905956112853,0.931781394766496,0.849459765231443,0.00398363341624264,0.0209237245750398,0.0115829143249122,0.00926090420339914,0.0203997913952017,1
9,0.980743216298784,0.896241486068111,0.949216300940439,0.930760569258378,0.847204568972264,0.00389613180584727,0.0208016164548916,0.0122315273477364,0.00929875161701217,0.0203942766184532,1
10,0.980596858949266,0.895773649810802,0.949216300940439,0.930596886607404,0.846816140237608,0.00398319313061871,0.0220817909542407,0.0121986909734673,0.00983759714850513,0.0216788292979613,1
11,0.980221707843892,0.897298245614035,0.948087774294671,0.930392554567839,0.846516655212782,0.00412577419562119,0.0203801817160652,0.0127793518501683,0.00953142626537766,0.0208092464463553,1
12,0.980002122214997,0.894831097351221,0.948526645768025,0.929820291306707,0.845133876394274,0.00404472718827006,0.0191082442061764,0.0120679476833355,0.00890616099701566,0.019463123887069,1
13,0.979899851509652,0.894951496388029,0.947335423197492,0.929085347022244,0.843577716659731,0.00407567040657141,0.0223821094158248,0.0124105745280349,0.0095614771652087,0.0210185957489249,1
