"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
26,0.986196185189139,0.925198486412109,0.953040752351097,0.943341429823463,0.875621166115505,0.00293289541866558,0.0196011138249616,0.0130638430336007,0.00754031101702185,0.0162718263615754,8
77,0.986394801004601,0.914643274853801,0.959686520376176,0.943995409206627,0.876360844389239,0.00299159502065374,0.0221605492894514,0.0117806865276067,0.00754055925379499,0.0166699614245716,8
117,0.985899476239927,0.910654970760234,0.961065830721003,0.943504444722674,0.875074880311236,0.0030508240783009,0.022408309215952,0.011206264608734,0.0079371282986558,0.0176585262439157,8
127,0.985809576495175,0.910308221534228,0.960438871473354,0.94297450022954,0.873936667242713,0.00309289953418712,0.0220967761342892,0.0115204142561008,0.00857149790426729,0.0190103387119497,8
168,0.985412886201613,0.905383556931544,0.960438871473354,0.941258545135846,0.870002755213751,0.00324761662501934,0.0204993713959212,0.0112740651978901,0.00790885000654904,0.0175164253441381,8
181,0.985276448697501,0.903863089095287,0.961253918495298,0.941258628604816,0.869902391825068,0.00313699688380075,0.0219406141153336,0.0115529217706147,0.00765503230092414,0.0170130390111301,8
212,0.984980190503304,0.902804953560371,0.960062695924765,0.940114936772255,0.86739983288323,0.00324225648919571,0.0219568531475792,0.0111113707088446,0.00779813123943225,0.0173794232708578,8
219,0.984911895726778,0.900112143102855,0.960626959247649,0.939543591669797,0.866017097544959,0.00335712159852203,0.0226682630908272,0.0114377769747207,0.00830733707652647,0.0185119910041134,8
248,0.984519452019932,0.899522531819745,0.958996865203762,0.938276449229999,0.863289904556622,0.00338862639030549,0.0215769082420058,0.0110576350246266,0.00758781105908712,0.0169094366746348,8
250,0.984464393049746,0.898821465428277,0.96012539184953,0.9387669963691,0.86428697358859,0.00334963424155231,0.0216532011050524,0.0110431160648134,0.00758786417678914,0.016949147452066,8
283,0.984115394362112,0.896831785345717,0.959310344827586,0.937542005759359,0.861552017866801,0.00351794067837103,0.0223707402329499,0.0109967089479442,0.00811065197843294,0.0181328378460808,8
303,0.98376106964812,0.894835225318197,0.958620689655172,0.936397813112975,0.859013366529725,0.0035406723576511,0.0196704926933928,0.0110786537186323,0.00705758363171318,0.0156139137160949,8
345,0.983198955499265,0.892837289301686,0.957492163009404,0.934967321898084,0.855852197714607,0.00383098626215022,0.0209679420371199,0.0123321140368801,0.00843214821361263,0.0186117184120439,8
368,0.982915997813083,0.892722394220846,0.956990595611285,0.934599641083427,0.855069679947808,0.00383830089287191,0.0200461973375344,0.0121168727806032,0.00840382190070107,0.0185340823344866,8
399,0.982458462062711,0.891319573443412,0.956551724137931,0.933824130879346,0.853318343482541,0.00397602632821151,0.0216282952905174,0.0120499864481209,0.00835185132790768,0.0185127748079024,8
