"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
2,0.983573336654686,0.905980736154111,0.952727272727273,0.936438545970535,0.859797448128414,0.00375631813465279,0.0243594916341586,0.0112196787566786,0.00974747229110588,0.021709232053287,7
6,0.984112532391277,0.910428620571035,0.956175548589342,0.940236718000083,0.86811213797167,0.00358898788389516,0.0226972303662619,0.0101823529771847,0.00902109388051441,0.0201004507162568,7
9,0.983841199439684,0.90702786377709,0.956175548589342,0.939052376778932,0.865390273682243,0.00364292971777006,0.0228862783568954,0.0101428848144752,0.00892773687562128,0.0199327267015853,7
12,0.98347104869556,0.905392500859993,0.956990595611285,0.939012061266224,0.865211689802553,0.00373631740544609,0.0225410558425352,0.0105413810871864,0.00943081535575587,0.0209568409260756,7
13,0.983368251749911,0.903750257997936,0.956238244514107,0.937950502900547,0.862845590671103,0.00373069965885775,0.023566494433315,0.0101916058157273,0.00955270075220242,0.0213036431099202,7
15,0.983019740481575,0.901521843825249,0.956050156739812,0.937050707399524,0.860801228820727,0.00379640453117631,0.0241256933520665,0.0111055935033931,0.00990903213225038,0.0220809229801331,7
16,0.982927430599364,0.900586171310629,0.956614420062696,0.937092191477818,0.860829692230096,0.00377712083091052,0.0235460924896866,0.0107545881394659,0.00945758985417245,0.0210803630733972,7
18,0.982630701161287,0.897771585827313,0.956739811912226,0.936193397604441,0.858733762460396,0.00373592862073979,0.0242189073031037,0.0106917477709927,0.00948436535461802,0.0212245037759293,7
20,0.982449426473554,0.896832473340213,0.956050156739812,0.935416969241684,0.857023157998902,0.00387021609991318,0.0238145088793782,0.0101230930284957,0.00933468783720372,0.0209201622989047,7
22,0.982084477744241,0.894719642242862,0.955799373040752,0.934518258837277,0.854986651236262,0.00384949672771922,0.023467860326554,0.0106022755053755,0.009321322745449,0.0208532242880407,7
25,0.981671372635288,0.89343653250774,0.955736677115987,0.934028629856851,0.853871178620209,0.0039691375301442,0.0233090648377071,0.0110176618466148,0.00958716800297645,0.0214018582679836,7
26,0.981669182483531,0.891795665634675,0.954796238244514,0.932844038228788,0.851245532828059,0.00399886928418929,0.0232039664990345,0.0104851070825096,0.00905059032301229,0.0202251152469161,7
29,0.981238059035967,0.890389404884761,0.955297805642633,0.932680439046784,0.850814561478422,0.00403654896963942,0.0231381601088564,0.0115364187049801,0.00895102108355903,0.0199195002823426,7
