"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
21,0.985986213151047,0.921452356381149,0.953166144200627,0.942116439213722,0.872812302909121,0.00288361935159657,0.0201859702838687,0.0131391554635579,0.00803625406561115,0.0174164201207052,6
63,0.98627269600025,0.912653594771242,0.959937304075235,0.943464129209966,0.875125503171216,0.00291525381868475,0.0215049380531011,0.0120712709052092,0.00734078903283782,0.0161951073880852,6
95,0.985880160632696,0.91112693498452,0.960501567398119,0.943300613496933,0.874692720285636,0.00310272677625708,0.021067462251681,0.0120331651075185,0.00876057233549462,0.0193166780692324,6
103,0.985835599509561,0.910661162710698,0.960626959247649,0.943218897374901,0.874485016838308,0.00313333061697769,0.0206149922686723,0.0113497683959971,0.00734648055644437,0.0162405909701324,6
136,0.985542062020871,0.907372549019608,0.961191222570533,0.942442552481115,0.872635624829953,0.00308972112044554,0.020323800351173,0.010894101535576,0.00787185676526594,0.0174492842079334,6
146,0.985302017721789,0.90608875128999,0.961253918495298,0.942035223905513,0.871695852729407,0.00327188159997477,0.0206161428062402,0.0112182486784424,0.0074427349628808,0.0164645564613729,6
172,0.985000374191364,0.903738562091503,0.96025078369906,0.94056358248821,0.868416225598831,0.00326803767604119,0.0213283473371753,0.0111766968131171,0.00829868971846955,0.0184390677548942,6
178,0.9848210470241,0.904447196422429,0.959937304075235,0.940605150035474,0.868558963003406,0.00343935668227186,0.0206084406090412,0.0114575732599047,0.0082067223808018,0.0181295851197724,6
201,0.984568032195554,0.902098383212934,0.960376175548589,0.94007320228705,0.867273221124739,0.00348135359195487,0.0210309467948613,0.0110743082963358,0.00803195287051304,0.0178599634094615,6
203,0.984625429052994,0.901628482972136,0.960877742946708,0.940237218813906,0.867586150865957,0.00339416734148578,0.0222119660227835,0.011280289493179,0.00782499307361362,0.0174485660898304,6
229,0.984196904456112,0.901276917784658,0.96025078369906,0.939705688410333,0.866433234873009,0.00348024868132229,0.0209104789314931,0.0104150590930056,0.00750177212897379,0.0167596956307487,6
245,0.983882696938424,0.899051255589955,0.95987460815047,0.938684111681482,0.864127187914285,0.00363039005162,0.0208972722968273,0.0108222534470171,0.00794768153873074,0.0177208423194479,6
280,0.983405488643238,0.8958782249742,0.959059561128527,0.937049204958057,0.860426358635729,0.0036904029479691,0.0222626662136035,0.00992138727751996,0.00792678825497379,0.0179079183187391,6
298,0.983094490328717,0.893422084623323,0.958495297805643,0.935824882100079,0.857677080195418,0.00382043496350307,0.0224151909778389,0.0108140966204845,0.00769191025327158,0.0172693511006561,6
323,0.982684070339349,0.893540419676643,0.959561128526646,0.936559659446601,0.85926112619637,0.00398216910824444,0.0208769464126807,0.0111732870128747,0.00769967218830583,0.0171794371307789,6
