"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.134992793574621,0.650231214664444,0.0690105539949963,0.0100242885324479,0.0481058767922505,0.00487283187186338,7
1,1,0.155889949431966,0.572346816599755,0.080669310713166,0.00923787264291152,0.051241195265056,0.00478711921226415,7
1,2,0.144709996540366,0.613768726836201,0.0757582454269628,0.00894117757375452,0.0474286186816087,0.00451104458796873,7
1,5,0.136752781625486,0.645123580683131,0.072465151012035,0.00960692551212537,0.0480643444734776,0.00465669524746571,7
1,9,0.134734764476848,0.65328747684812,0.0721157351788407,0.00941419115352355,0.046243046191257,0.00444419723005184,7
5,0,0.123588197225305,0.701201917085355,0.0648286381976665,0.00672729744500945,0.0344359091478321,0.00355898264674926,7
5,1,0.14611002948971,0.608838039855788,0.0764737154447405,0.00755959368788905,0.042042870261383,0.00439687986427084,7
5,2,0.135443753330979,0.650961192283749,0.0718741605632622,0.00667113727934676,0.0376966092188271,0.00378394493546785,7
5,5,0.127523163198988,0.684379563035662,0.0685078412293147,0.00649246001356066,0.0348323077768554,0.00363382872497759,7
5,9,0.12515766337307,0.694707021688621,0.0681194978447271,0.00623756554343729,0.0332680103669238,0.0034246833610862,7
10,0,0.121657752395301,0.710587796677346,0.0641360796556244,0.0065517278020687,0.0337915833178347,0.00340632232873366,7
10,1,0.144531319072821,0.614573711675574,0.0757228092653267,0.00715616290084637,0.0395423627386561,0.00414853382937482,7
10,2,0.133990313379013,0.656722109274841,0.0712106550495545,0.00661117638183916,0.0370894287351522,0.00362031987547536,7
10,5,0.125853688149291,0.691602622299993,0.0678254296179347,0.00613105920864066,0.0331033424002104,0.00337285608275471,7
10,9,0.123446096641966,0.702323880089788,0.0674087688226904,0.00591126656382924,0.0317282283266402,0.00323587645650188,7
50,0,0.120052536778788,0.718586003881189,0.0635391718432349,0.00647729125264485,0.0325868894010092,0.0033740283964125,7
50,1,0.143388610920333,0.618909822131108,0.0752460822591705,0.00677721517755521,0.0389768765922687,0.00397130650556915,7
50,2,0.132669003359464,0.662219558762842,0.070584986179613,0.0062979029066629,0.0357649978903531,0.00343637571713651,7
50,5,0.124513857725485,0.697541117159755,0.0672238279339261,0.00588955219242727,0.0318233668416405,0.00323402066004929,7
50,9,0.122042836755407,0.708722347275777,0.0668022991803911,0.00573378117669033,0.0302986471244774,0.00312520048420107,7
100,0,0.119825894216986,0.719599093133354,0.0634450768147018,0.00646232713191116,0.0326090666823528,0.00342510738977885,7
100,1,0.143378768319195,0.619139000130168,0.0751932550428965,0.00680861153362527,0.0389463380095462,0.00402322399125852,7
100,2,0.132600637841639,0.662614536353594,0.0705397898570264,0.00628550872006798,0.0357340154652519,0.00344506313574758,7
100,5,0.12440424414348,0.698072753999407,0.0671319435527885,0.00595220467265346,0.0319339035720932,0.00326066907363645,7
100,9,0.121884783178703,0.70944628064964,0.0666862782652815,0.00577572571451917,0.0304750021947058,0.0031457861096491,7
