"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.131248316944445,0.666158203606779,0.0672724463355337,0.0079230021292463,0.0369442708288326,0.00405748285625626,3
1,1,0.152892783484576,0.575551777365876,0.0782355994051422,0.00861130591688283,0.040775813122164,0.00498404882749062,3
1,2,0.140052517056117,0.62867452669421,0.0732840844038282,0.00798279108386589,0.0368603335103426,0.00467577941150648,3
1,5,0.130920093927424,0.667961547578986,0.0702096306833628,0.00762673467353594,0.0337677329120973,0.00410134800865351,3
1,9,0.129610018045503,0.673204159363305,0.0701503295096015,0.00757050404972173,0.0347998312480903,0.00404981090899876,3
5,0,0.123095912323631,0.704360998018442,0.064593074210837,0.00679883902075597,0.0345446933147,0.00347454908880156,3
5,1,0.145055580979582,0.608085543991543,0.0749719747086214,0.00882785956453029,0.0423023121745141,0.00486751579816015,3
5,2,0.133106919257628,0.659008519083537,0.0701439569441919,0.00776662373401368,0.0372777251999002,0.00437970753317647,3
5,5,0.124302703876896,0.69807701911462,0.0673095385063449,0.00730581862407767,0.0339138506562293,0.00391189741600781,3
5,9,0.123000027753552,0.703848294314359,0.0673701009191692,0.00717677230337521,0.0341006378485612,0.00382275632383615,3
10,0,0.121587727549549,0.711600566933978,0.0639432535069445,0.00635826839758476,0.0324067662684019,0.00334010088414128,3
10,1,0.143929245809373,0.613060586629951,0.074402886474798,0.00850803576457543,0.0406242592548643,0.00474167187951013,3
10,2,0.132004164059426,0.664084286749763,0.0695468335931024,0.00740527614321174,0.0355787021555037,0.00430199658762388,3
10,5,0.123065020542182,0.703893426789906,0.0667305355290907,0.00683256564995597,0.0321329001442214,0.00370811184666543,3
10,9,0.121786537617531,0.709581370422049,0.0667927714992803,0.00674698410783705,0.0327189498445505,0.00365376314714656,3
50,0,0.120071174221291,0.719153049275543,0.0632860376635482,0.00610164852940424,0.0311194678916032,0.00317022279673905,3
50,1,0.143068597157147,0.61697792938097,0.0739794472522407,0.00837761725138759,0.0398023215344945,0.0047202678193468,3
50,2,0.130992236750572,0.668719144187126,0.0690385595867604,0.00729373641592111,0.0347821326264776,0.00431328650675349,3
50,5,0.121868779172817,0.709390121528163,0.0661417858797128,0.00678075655286937,0.031866855622933,0.00371431532949496,3
50,9,0.120501757696894,0.715620679513602,0.0661945658258743,0.00669370161302587,0.0323778670056209,0.00361985111059519,3
100,0,0.11979760024742,0.720590727188138,0.0631477979502882,0.00611602529366633,0.0310417714492217,0.00310338716863079,3
100,1,0.14274956448434,0.618322184801127,0.0738101073876639,0.00831308090276782,0.0394854235827836,0.0046296092969353,3
100,2,0.130699024438048,0.669990094083998,0.0688850661597736,0.00724693479061526,0.0346220477105249,0.00422232837529243,3
100,5,0.121580332980194,0.710693367445647,0.0659779516401891,0.00672930455003906,0.0316597222950558,0.00364847494121261,3
100,9,0.1202420908648,0.716842671820552,0.0660378825624412,0.00664966391751647,0.032150022961034,0.00354208722996795,3
