"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.13268566558163,0.660922982375799,0.0679796898063049,0.00792247804608397,0.0403527376153227,0.00365827352986273,4
1,1,0.155764963335926,0.573914891466165,0.0788624618148337,0.00768881089739802,0.0389163225452395,0.003907462635865,4
1,2,0.142678033396139,0.622530948622792,0.0739181308114292,0.00757831770666213,0.038089105920203,0.0039888826023668,4
1,5,0.135364828758268,0.650429183316447,0.0714633694658928,0.00770859257915158,0.0368881011888713,0.00361378573649617,4
1,9,0.132707372020536,0.662258512945623,0.0708236746766673,0.00763184959704389,0.0377142918879733,0.00350826080289397,4
5,0,0.122815719387176,0.704829540562626,0.0642359922938731,0.00643704026985359,0.0357994438185003,0.00329714125963316,4
5,1,0.147060900632065,0.605208746137888,0.0752330536079008,0.00639909727300783,0.0326419353806929,0.00370015920755551,4
5,2,0.134616786237939,0.654331621902357,0.0705627574579097,0.00661893422798527,0.032999165667173,0.00370850101868877,4
5,5,0.127388246929396,0.68444634041109,0.0681226029856432,0.00610731619599124,0.0322667506488503,0.00330455765066213,4
5,9,0.12444571415914,0.697862013149401,0.0673925620604561,0.00595098997337604,0.0332972190426091,0.00315290061053814,4
10,0,0.121364723559417,0.711734890198617,0.0637757494637847,0.00637276433822898,0.0348797932999937,0.00346333983119136,4
10,1,0.145985745092613,0.609217974669653,0.0747185775559845,0.0061639968466225,0.0302539453042717,0.00372819141200623,4
10,2,0.133444928267644,0.659257382071561,0.0699674914532331,0.00687771342197055,0.0329774750199874,0.00392052548065669,4
10,5,0.126252095845187,0.689546337863236,0.0676538917705175,0.00627697780490723,0.031531098491311,0.00354424300539656,4
10,9,0.123234227191132,0.703369546087175,0.066931948166097,0.00601993361895557,0.03221977641202,0.00338576639179875,4
50,0,0.119929557732046,0.718947269571228,0.0631744325164428,0.00643139978270451,0.0337255207442986,0.00339755484687462,4
50,1,0.144962804309152,0.613333464605618,0.0743327442429064,0.00614917869613826,0.0306351391700368,0.00372021009762697,4
50,2,0.132367803900672,0.663960662274996,0.0694911666219734,0.0067229803984753,0.0322344108405917,0.00386630705418348,4
50,5,0.124973690662046,0.695410109420686,0.067107791963215,0.00623989438231657,0.0308202654892121,0.00347683763758715,4
50,9,0.12195359789439,0.709280718175793,0.0663847673744282,0.00605977345745451,0.0315139269117924,0.00328270742431711,4
100,0,0.11970313682588,0.720082295395137,0.0630518561993959,0.00631989420428006,0.0333384052533746,0.00331756361903416,4
100,1,0.144758327510096,0.613867355260134,0.074265614660881,0.00622174563934341,0.0313755892714198,0.0037320773064382,4
100,2,0.132133241685941,0.664803674062482,0.0693684015154332,0.00670902470900067,0.032001309282394,0.00382807692754228,4
100,5,0.124781760429934,0.696241255430456,0.0670174453762897,0.00616549280576266,0.0304025358809034,0.00339479937882128,4
100,9,0.121754196651182,0.71016418639885,0.0662821110691735,0.00595652600486513,0.0310890455802474,0.0031798363622039,4
