"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
1,0.980610151908753,0.901854145166839,0.945329153605016,0.930185718459163,0.846398969713349,0.00448005640537893,0.0252216449494331,0.0151490368199667,0.0108499162869647,0.0238212097571969,2
2,0.981367063395781,0.902446508427933,0.951598746081505,0.934477275572806,0.855450778467823,0.00431003949986566,0.025393844761905,0.0139498252895491,0.0104943637604821,0.0231731148793981,2
3,0.981249676222026,0.901625730994152,0.952037617554859,0.934477275572806,0.855382857527695,0.00443307709075174,0.0251510178354999,0.0129985895868339,0.0101237074689059,0.0224917895483842,2
4,0.981181387915668,0.900924664602683,0.952100313479624,0.934274195567798,0.854914742746487,0.00450739700283762,0.0240888224536326,0.0127145311411127,0.0100735417847922,0.0223067320982564,2
5,0.981181823573625,0.899750257997936,0.951912225705329,0.933742915571136,0.853721451489431,0.00461445478953645,0.0233220098463728,0.0128333794595214,0.00959456503650121,0.021213913064831,2
6,0.980833144080929,0.899635362917097,0.951222570532915,0.933252785776887,0.852686790635208,0.00465812619451771,0.0229534922613972,0.0130280248713519,0.00994362590130575,0.0219026385053505,2
7,0.980685313689904,0.898343309253526,0.951473354231975,0.932965986394558,0.851994952664746,0.00469746324696067,0.0230939344300609,0.0133635967372272,0.00973782496081727,0.0214542164781702,2
8,0.980381179144924,0.896582043343653,0.950470219435737,0.931699595175494,0.849202311441424,0.00482006603450839,0.0232119379011756,0.0134199051175743,0.0102120756762304,0.0225003665133378,2
9,0.980073408365711,0.896705882352941,0.950031347962382,0.931455281499103,0.848696952444418,0.00481399318886513,0.023812130459015,0.0137215269647666,0.0100806230378128,0.0221752637349094,2
10,0.97966707428723,0.894592363261094,0.949843260188088,0.930596803138433,0.846733333589512,0.00501761665513428,0.0234326532129309,0.0131481578646692,0.0107497772122551,0.0237290048045346,2
