"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
1,0.97563886435617,0.884745098039216,0.934984326018809,0.91748107341096,0.818536272306551,0.00528645557300542,0.0279747025148036,0.0166578785907834,0.011704848689728,0.0256691651308518,4
3,0.978252939343256,0.882985896112831,0.946332288401254,0.924264012353408,0.832533009486947,0.00469278627789406,0.0257304357088959,0.0135779805663278,0.0105673368928567,0.0235020126806198,4
4,0.978135083082345,0.885451668386653,0.946457680250784,0.925203956429197,0.834692781733241,0.00465325878066844,0.0272275007816151,0.0141451289208715,0.0111597843870728,0.0247961048465897,4
5,0.977726521109461,0.884512555899553,0.947147335423198,0.925325904594967,0.834875473943763,0.00493726535186703,0.0262319953019559,0.0135686721282891,0.0100261261477631,0.0223212096282958,4
6,0.977661991970522,0.883812865497076,0.946771159874608,0.924836609490422,0.833822765792851,0.00474207994018904,0.0233268289032645,0.0135461873411999,0.00995617639595262,0.0219131520402434,4
7,0.9773179612933,0.882169934640523,0.947398119122257,0.924673093777388,0.833335152697441,0.00482509189119535,0.0242377511912279,0.0130146254321408,0.00983475694564291,0.0218017095118515,4
8,0.977120718231746,0.883109735122119,0.947523510971787,0.925082258670339,0.834269386504089,0.00482327272776251,0.0240296971031452,0.0129608891477543,0.00953664104964688,0.0210857876269856,4
9,0.976771627883403,0.882990024079807,0.946896551724138,0.924632611326739,0.833309851194146,0.0049936495853146,0.0241462348157249,0.0126887946357258,0.00944853773126526,0.0209570353338097,4
10,0.976489568472167,0.88205572755418,0.946206896551724,0.923856349901924,0.831621971408854,0.00500628475874466,0.0227752314882224,0.0128294720615477,0.00951903304554606,0.0209910160426634,4
11,0.976196631630709,0.879825937392501,0.946959247648903,0.923569800926506,0.830838523974692,0.00512661208316358,0.022864353222211,0.0126163577462866,0.00841309817791632,0.0185960174403921,4
