"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
2,0.976150454044017,0.892588923288614,0.934545454545455,0.919931138099412,0.824311680508389,0.00559488480807803,0.0257940158227885,0.0171774598702161,0.0131505826922897,0.0285816332957057,5
5,0.979952406524948,0.895526659786722,0.946144200626959,0.928511664788615,0.842429555414527,0.00467055746751914,0.0248277046360709,0.014956249565838,0.0111071022631865,0.0243582197886071,5
7,0.980041748756919,0.893884416924665,0.947523510971787,0.928839030090564,0.842983411609495,0.00470067227589283,0.0250962709503462,0.0143278378634373,0.0101775657398326,0.0223853176574668,5
8,0.979981513652593,0.893298245614035,0.948401253918495,0.929206877843162,0.843700335237661,0.00457165126326889,0.0252314224605569,0.0135272237955846,0.0100268220857283,0.022189483949781,5
10,0.979618527540808,0.890486412108703,0.94833855799373,0.928185718459163,0.841374058423432,0.00472521975651258,0.0237740028218726,0.0144453525386322,0.00993038299301614,0.0217570583206147,5
11,0.979445191748811,0.891074647402821,0.94833855799373,0.92839055131255,0.841836651995245,0.00502072809107018,0.0249304909289767,0.0142637271186605,0.0106466595919712,0.0234228768004062,5
13,0.979184435364643,0.888610251117991,0.949278996865204,0.928145653353366,0.841146565586463,0.00513332838867957,0.0237017555450194,0.0140719226732873,0.00988472275252352,0.0217097620230803,5
14,0.979071299091049,0.887912624699002,0.94846394984326,0.927369809273403,0.839465830195872,0.00493908830677792,0.0238386358691351,0.0142906970829344,0.0101331139892204,0.0222276800958497,5
15,0.979111348350593,0.887444788441693,0.948902821316614,0.927492425190935,0.839701173211201,0.00478986558427491,0.021876016641934,0.0139941782283921,0.00973087015880795,0.0212239724051232,5
17,0.978699348561951,0.888501547987616,0.948213166144201,0.927410959475815,0.839599807170272,0.00484916272022428,0.0226897667328587,0.0138064736496791,0.00996957875550482,0.0218212357265842,5
19,0.97862196104312,0.886038527691778,0.949341692789969,0.927288009682401,0.8391549368337,0.00492211092018964,0.0232155168787732,0.0139957545447388,0.0105191232368287,0.023088218721273,5
21,0.978152927804791,0.885339525283798,0.947774294670846,0.926021868870248,0.83641477970024,0.00541053894881333,0.0246069127046662,0.0130963478338949,0.0113022807971402,0.0249962745221544,5
22,0.97800811898207,0.885341589267286,0.947021943573668,0.925532156420851,0.835420275002448,0.00527742375716842,0.0205420726908068,0.0131061447619005,0.00993964348970204,0.0216968965939926,5
24,0.977827949614648,0.883697970416237,0.947084639498433,0.925000542548308,0.834146723362833,0.00546267809650688,0.0252211499151759,0.0136956327137032,0.012042619471055,0.0265635306191497,5
