"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
11,0.981595242485709,0.902337117303062,0.947272727272727,0.931617795584491,0.849433687783943,0.00403002964318147,0.0267507249122699,0.015379356220335,0.0112122714662912,0.0246150077350109,6
32,0.983082970195173,0.90314963880289,0.955485893416928,0.937254705563207,0.861377271256744,0.00389780730707129,0.0240081333784439,0.0139762530535846,0.00911762568504035,0.0200431479906701,6
48,0.983153789415453,0.903854833161335,0.957742946708464,0.938970827594842,0.86504370313094,0.00388715803429009,0.0251078485581927,0.0135276685579118,0.0103796149470275,0.0229925387143435,6
52,0.982879319510898,0.902798073615411,0.957492163009404,0.938439631067151,0.863862004959974,0.00408582395396778,0.0240074377371746,0.0136592689294208,0.0103081916445501,0.0227585693058698,6
68,0.982515986166781,0.902093567251462,0.956802507836991,0.937744835357456,0.862343861643119,0.00420944101747028,0.0232693256706184,0.0132588865851205,0.010052647528165,0.0222115295603042,6
73,0.982355941177549,0.901744066047472,0.95730407523511,0.937949751679813,0.862735213869809,0.0041824149980462,0.0258174107764072,0.0133583431903654,0.010838208703464,0.0240954587295593,6
86,0.982039294406648,0.901047127622979,0.956551724137931,0.937214974333292,0.861137144454774,0.00438302107297738,0.0246534935928607,0.0128396288229263,0.0099835398405537,0.0221394833870758,6
89,0.981896465455236,0.90103818369453,0.956802507836991,0.937376987604858,0.861484462761195,0.00428298432959666,0.0248393788484665,0.0133943261324452,0.0107931853840283,0.0238982740531849,6
101,0.981600031488149,0.901630546955624,0.955987460815047,0.937050540461583,0.860857055649797,0.00456582320636379,0.0232156843471585,0.0140329613769343,0.0104401964630641,0.0229513004558867,6
102,0.981753167416667,0.899985552115583,0.956050156739812,0.936519510871833,0.859586396266614,0.0044243219839251,0.0261457944275467,0.013307200800496,0.0112647046116552,0.0250451408591135,6
115,0.98124129951161,0.898228414172687,0.955862068965517,0.935784065773549,0.857934961337373,0.004503817026378,0.0224483262364547,0.0125685791994911,0.00942528659270496,0.0208376331624886,6
123,0.981046464430792,0.897524595803234,0.955047021943574,0.935007637410793,0.856224897910946,0.00460637196482351,0.0244945808789633,0.0124365642742957,0.0103279338449379,0.0229664901490658,6
140,0.980431691743958,0.896117647058824,0.9541065830721,0.933904678435792,0.853807396788103,0.00502240737067843,0.0241988670407844,0.0129291296193247,0.0104585346153587,0.0231535775668746,6
149,0.980105459419648,0.89588166494668,0.954733542319749,0.934231459454948,0.854495774312011,0.00487426090208518,0.0229146572824843,0.0131505981315545,0.0096747894396718,0.0213670856535575,6
162,0.979830151628379,0.892948056415549,0.953605015673981,0.932474187220901,0.850555184762404,0.00481898966807323,0.0255986514847289,0.0131634021107918,0.011470551607418,0.0254854502796998,6
