"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.119937799629017,0.722996354130241,0.0590971334584014,0.00745274839695493,0.0338179161210802,0.00363094609445012,3
1,1,0.136442749695326,0.663757912055184,0.0667148059378409,0.00710468474901501,0.032282668226156,0.00398767812828641,3
1,2,0.124578908076705,0.708400873569547,0.0620173732683786,0.00763226605575608,0.0336400170254972,0.0041917109235038,3
1,5,0.11964547894708,0.724841416949363,0.0609524586028641,0.00727052809777202,0.0326195020779411,0.00352158672835387,3
1,9,0.119123004551796,0.7261252523353,0.0611199440369833,0.00718428109979352,0.0321148040178507,0.00349866191475043,3
5,0,0.109280361295983,0.766511470979646,0.055314969114401,0.00596777729567004,0.0237671214274385,0.00318676115864333,3
5,1,0.126009921340946,0.702371983519861,0.0621375764022288,0.00686420729547004,0.0286249785132306,0.003413795368661,3
5,2,0.115007190153281,0.744983269152112,0.0581094772782381,0.00636007679855501,0.025092995738317,0.00345586139756738,3
5,5,0.11037026735728,0.762223673631363,0.0573072271518864,0.00579752782356589,0.021587159800893,0.00306819055430328,3
5,9,0.109916976420869,0.763891112889889,0.0575833203192736,0.00564593386713479,0.02022827486336,0.00304689902662638,3
10,0,0.107249691983513,0.7752256573793,0.0545942183856836,0.00589039638576186,0.0226662562250699,0.00311054690248822,3
10,1,0.124173055184595,0.709627738111184,0.0612044559480681,0.00679685712738217,0.027937442053537,0.00364018285743295,3
10,2,0.113241232127624,0.752092180201453,0.057338323496251,0.00636698569607436,0.0247394591467132,0.00361755937833143,3
10,5,0.108688262306654,0.769230918252965,0.0565857003291837,0.00591042267425449,0.0216214497217606,0.00318484064410895,3
10,9,0.108204061526251,0.771139106038233,0.0568708170874309,0.00566540728958801,0.0202246835275839,0.00305154683146609,3
50,0,0.105519469533794,0.782343784353183,0.0538639778421316,0.00558487869010871,0.0230435672358388,0.00302433008250285,3
50,1,0.122562238814783,0.716052809262795,0.060321547800103,0.00642498840614443,0.0271202469984503,0.00346766394187778,3
50,2,0.111738047653438,0.758024196503995,0.0565384958776052,0.00612180216279074,0.0248648305197284,0.00359045600842017,3
50,5,0.107175368720088,0.775302705716484,0.0558959769513533,0.00570601313316902,0.0221922147047439,0.00307771765534508,3
50,9,0.106725702767573,0.777149526363359,0.0562201298356856,0.00546092752706964,0.0209582441880727,0.00295490167215264,3
100,0,0.105202708486195,0.78363405141993,0.0537779535519611,0.00571082261337963,0.0231757728795319,0.00306733702209748,3
100,1,0.122336185028973,0.717034958501156,0.0601903619704757,0.00652707764700221,0.027251292753659,0.00353398349697102,3
100,2,0.111422752662863,0.759302995448612,0.0564285631550582,0.00625465936750102,0.0250606400338784,0.00365715609058183,3
100,5,0.106881046760787,0.776501565452531,0.0557605138029844,0.00582547143966101,0.0223992400329364,0.00314924752848324,3
100,9,0.106422096225247,0.778399493129174,0.0561094667626546,0.00559291888438223,0.0212180841617426,0.00304254211319688,3
