"committees","neighbors","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0,0.119692901404985,0.724378988217151,0.0590533525312659,0.00647050273645236,0.0298422403801573,0.00335948124608378,5
1,1,0.13054367535031,0.691665142483327,0.0641380638678784,0.00712117359076241,0.0325772894948601,0.00414598015836855,5
1,2,0.12171413405706,0.720893263008075,0.0607937516649823,0.00725277938819167,0.0309541318653108,0.00408973395258138,5
1,5,0.117600431896069,0.734837334550731,0.0598629204162839,0.00631708157392358,0.027858716127818,0.00349536671396531,5
1,9,0.116787639555515,0.737382014084766,0.0601675800054463,0.00610811008455813,0.0271949899516205,0.0032358667840619,5
5,0,0.108101221638019,0.77147513867724,0.0549155240153219,0.00596583791188186,0.0243609651714023,0.00304895652962893,5
5,1,0.118116523380176,0.737966878869656,0.058624259688735,0.00634012766923042,0.0254915326288157,0.00386933534969618,5
5,2,0.11045188466265,0.764188086412444,0.0560857531183395,0.00661343898097814,0.0261276271937275,0.00358504560932603,5
5,5,0.107112410633671,0.776310907314045,0.0557200301005188,0.00597201312326422,0.0241105580090458,0.00302908835166485,5
5,9,0.106464423882435,0.778664063991251,0.0560947493934697,0.0059077610245214,0.0234407124764207,0.00292267161715787,5
10,0,0.10566787331092,0.781480323602903,0.0539623295556228,0.00592438074930595,0.0241544664012002,0.0030868516976343,5
10,1,0.115445808847501,0.747627476879776,0.0573439232466534,0.00620447982830142,0.0245623314355828,0.00374895750447414,5
10,2,0.107999997832385,0.773440424443046,0.0550453753188847,0.0063318878583544,0.0252212691492363,0.00354666498304183,5
10,5,0.104647438987522,0.785936049899157,0.0546994139424095,0.0058365687260939,0.023377114315796,0.00300412902718312,5
10,9,0.104034549825583,0.788294754442965,0.0550355177559268,0.00576081879257861,0.0226706294025135,0.00284110287326471,5
50,0,0.103689664773403,0.789640351092829,0.0531305289433504,0.00609120356196914,0.0240500672720482,0.003091495185581,5
50,1,0.113603669754326,0.754163511414649,0.0562286553722873,0.00620113017051705,0.0242794852404371,0.00374185771752732,5
50,2,0.106010475391497,0.780874094229996,0.0539684706638726,0.0065105132437895,0.0253405581173596,0.00358276985945018,5
50,5,0.102765115038618,0.793200073077677,0.0537568044723534,0.00605650491510528,0.023707998446015,0.00308530410547617,5
50,9,0.102156093251417,0.795682341230523,0.054124532296508,0.0059494814792979,0.0227618475050271,0.00288889746881032,5
100,0,0.103489946302273,0.790420852522417,0.0530633281221346,0.0060074467134673,0.0238589262444408,0.00308509603752084,5
100,1,0.113459115103361,0.754559606436105,0.0561584719648933,0.00616524243277617,0.0245265143420508,0.00374878076133841,5
100,2,0.105882872526226,0.781285506514773,0.0538883770131226,0.00644807322912808,0.0253128399587141,0.00356984782232058,5
100,5,0.102656279288048,0.793585751762747,0.0537343003467817,0.00596296035396036,0.0234312035005138,0.00304826668288266,5
100,9,0.102006915699539,0.796254307966308,0.0540669510422422,0.00586066635796928,0.0224803766683026,0.0028717745559364,5
