"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.980993360529605,0.895542483660131,0.950909090909091,0.931619214556988,0.848941879537183,0.00422124787555189,0.0219497609690675,0.0112334339506266,0.00864574725618874,0.0191742919357363,FALSE,0.1,TRUE
"tree",FALSE,50,0.980686518219453,0.90234606123151,0.946520376175549,0.931129335169651,0.848382264020563,0.00414703689157859,0.0228560717815961,0.0110679681639697,0.00907304159828177,0.0200888371153529,FALSE,0.1,TRUE
"rules",FALSE,100,0.981649105553237,0.896947368421053,0.952413793103448,0.933089770877676,0.852138623453159,0.00395484399813233,0.0219257074239933,0.0109821094407626,0.00877707203154232,0.0194963687554834,FALSE,0.1,TRUE
"tree",FALSE,100,0.980980509698242,0.902221534227726,0.947523510971787,0.931741246191728,0.849671069755815,0.00399254077422285,0.0211926773056515,0.0110389383296053,0.00902398451549492,0.0199443758337964,FALSE,0.1,TRUE
"rules",FALSE,50,0.980932476251789,0.894602683178535,0.953354231974922,0.932881682734443,0.851479931721181,0.00431856383560033,0.0276340439084988,0.0109994441982409,0.0107116407716498,0.0241137277807073,FALSE,0.25,TRUE
"tree",FALSE,50,0.980489555531832,0.899642930856553,0.948526645768025,0.931493176411669,0.848928471941021,0.00427792345546281,0.0241290087664031,0.010115165470971,0.00881631717486574,0.0197458003891371,FALSE,0.25,TRUE
"rules",FALSE,100,0.981450975000351,0.8951826625387,0.9541065830721,0.933575643754434,0.852971151128688,0.00439508342832372,0.02788431311749,0.0100289485966804,0.010666341240799,0.0241428720954764,FALSE,0.25,TRUE
"tree",FALSE,100,0.981040456880107,0.900704506363949,0.948652037617555,0.931943658444973,0.849963396392593,0.00416563155925634,0.0239839907485875,0.0109124950475853,0.00911519232094706,0.0203089685064721,FALSE,0.25,TRUE
"rules",FALSE,50,0.981240018418411,0.89412865497076,0.953981191222571,0.933128417010976,0.852007717423441,0.00435651103472904,0.0241095777563692,0.0112838446918217,0.00972420674540811,0.0217512550021924,TRUE,0.1,TRUE
"tree",FALSE,50,0.981042547822627,0.904094255245958,0.949153605015674,0.93345478068528,0.853388927149124,0.00441763111444238,0.0226468527906965,0.0110294871820425,0.00878984375991035,0.0195749008867479,TRUE,0.1,TRUE
"rules",FALSE,100,0.981817705182496,0.891673890608875,0.954670846394984,0.932720754559493,0.850977819388873,0.00414366016724353,0.0239936780443424,0.0112975217613942,0.00914580384663873,0.0205182243134353,TRUE,0.1,TRUE
"tree",FALSE,100,0.981633920069705,0.901986928104575,0.948777429467085,0.932475188848546,0.851174691140216,0.00429985802476749,0.0236975871573555,0.0109806484224383,0.0093963270094793,0.0209831906303039,TRUE,0.1,TRUE
"rules",FALSE,50,0.98056114901551,0.893562435500516,0.951912225705329,0.931579316389132,0.848702064686848,0.00454571678436605,0.024059787034133,0.0111077603075572,0.0105373401914825,0.0235091020702041,FALSE,0.1,FALSE
"tree",FALSE,50,0.980431944080497,0.90165737874097,0.94884012539185,0.932397228830182,0.851015150388072,0.00486656647903622,0.0244347901665034,0.0127208388912358,0.0125247648681483,0.0275952777522929,FALSE,0.1,FALSE
"rules",FALSE,100,0.981467677738202,0.894742346061231,0.953354231974922,0.932928341888903,0.851618218241759,0.0044123123789487,0.0262348233724311,0.0113582468098259,0.0116743115890279,0.0260946394594908,FALSE,0.1,FALSE
"tree",FALSE,100,0.981006723582575,0.903649122807017,0.949655172413793,0.933623221067568,0.853737615450703,0.00451376371609238,0.0241818973747858,0.0128302536363409,0.0127390760099812,0.0280633379557813,FALSE,0.1,FALSE
"rules",FALSE,50,0.981280851646604,0.890968008255934,0.954670846394984,0.932475272317516,0.85040616231479,0.00433943344945767,0.0223478143486757,0.00985649054394627,0.00925230395703965,0.0207431256840488,TRUE,0.1,FALSE
"tree",FALSE,50,0.980772563900994,0.901636050911593,0.949341692789969,0.932720754559493,0.851680219574722,0.00460410336237851,0.0203628915968004,0.00971611401509761,0.00851995577215004,0.0189147069828406,TRUE,0.1,FALSE
"rules",FALSE,100,0.981882805852914,0.889451668386653,0.955611285266458,0.932557739660281,0.850494009638569,0.00416617025978853,0.0207034707663788,0.0102778241202193,0.00885330040041976,0.0197176304013431,TRUE,0.1,FALSE
"tree",FALSE,100,0.981405290224763,0.901517715858273,0.949780564263323,0.932966320270439,0.85218294877408,0.00432228514641747,0.0220350486553492,0.01033871903676,0.00856749802059808,0.0190589743040229,TRUE,0.1,FALSE
"rules",FALSE,50,0.98145212129839,0.88909047127623,0.955297805642633,0.932229289261717,0.849748525921724,0.00433582756407403,0.0255618984724298,0.0119966100933666,0.0089237795119519,0.0200065468076699,TRUE,0.25,FALSE
"tree",FALSE,50,0.981059934241529,0.901172342621259,0.949153605015674,0.932434455990985,0.851055931042442,0.00407589309241202,0.024511094366239,0.0131678196410901,0.0106841724353927,0.0235049562121261,TRUE,0.25,FALSE
"rules",FALSE,100,0.982132908027645,0.889442724458204,0.956175548589342,0.932923500688619,0.851229645963613,0.00396941027707651,0.0262952845809369,0.0115829143249122,0.00918603453296933,0.0207368370671581,TRUE,0.25,FALSE
"tree",FALSE,100,0.981517293140652,0.899414516683867,0.950282131661442,0.932556404156755,0.851171076961053,0.00398243288823255,0.0248517716122741,0.0121163762315487,0.00987056339162219,0.0219209638369103,TRUE,0.25,FALSE
