"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.980448443008067,0.901529411764706,0.948150470219436,0.931905596594466,0.849933745463057,0.00401646617224695,0.0247938699267768,0.0105446148439682,0.0097982479642232,0.0218573208374486,FALSE,0.1,TRUE
"tree",FALSE,50,0.980579551250737,0.906218094255246,0.947147335423198,0.932886356996786,0.852370724627409,0.00429397208931343,0.0216981954732459,0.0123621628943509,0.00941127688067849,0.0205952388140126,FALSE,0.1,TRUE
"rules",FALSE,100,0.980931745122842,0.904103199174407,0.948840125391849,0.93325337005968,0.852973300891316,0.00388678526320734,0.0235840998126633,0.01175392905478,0.0105033928044204,0.0231844595632168,FALSE,0.1,TRUE
"tree",FALSE,100,0.981163631618847,0.906455452356381,0.948087774294671,0.933581069237511,0.853838055284707,0.00396434017870477,0.0226361302100226,0.0122341504503502,0.00928286395138898,0.0203541179848786,FALSE,0.1,TRUE
"rules",FALSE,50,0.98052515762946,0.899997936016512,0.949216300940439,0.932064604983098,0.850179963813952,0.00459831268521855,0.0246074895004907,0.0122151201943447,0.0111382270902931,0.0246747840675752,FALSE,0.25,TRUE
"tree",FALSE,50,0.980336804578291,0.905276917784658,0.947962382445141,0.933086014774008,0.852694631026799,0.00517957898898218,0.0242984653611906,0.0119327475096052,0.0117886768839938,0.0260153913660404,FALSE,0.25,TRUE
"rules",FALSE,100,0.981008716394219,0.899652562779498,0.949529780564263,0.93214648804307,0.850326878099389,0.00463136806852711,0.0239231029097955,0.0116478341277563,0.0103494001036628,0.0229846999726792,FALSE,0.25,TRUE
"tree",FALSE,100,0.980980877419438,0.905625730994152,0.947210031347962,0.932718000083469,0.851943254341245,0.00478472498602561,0.0240490518271883,0.011786643289138,0.0108815299866002,0.024078677329981,FALSE,0.25,TRUE
"rules",FALSE,50,0.980319890481628,0.896359133126935,0.949153605015674,0.930759734568674,0.847197352204705,0.00455265148529843,0.0243775623295435,0.0134092905270354,0.0101013770650347,0.0223083135354894,TRUE,0.1,TRUE
"tree",FALSE,50,0.980287769334209,0.903742002063983,0.947586206896552,0.93231133925963,0.850952742486764,0.00472579920119417,0.0265699094978003,0.0130876162705654,0.0104497533518365,0.0231927188352054,TRUE,0.1,TRUE
"rules",FALSE,100,0.980853430213311,0.897885792913657,0.949278996865204,0.931372480280456,0.848566794853514,0.00441724966562046,0.0261755379370698,0.012582134874718,0.010687378867788,0.0238195108969321,TRUE,0.1,TRUE
"tree",FALSE,100,0.980958807677501,0.903040247678019,0.947711598746081,0.932148073953508,0.850572124973771,0.00459312308002533,0.0246266414312265,0.0125462202770114,0.0102450156219711,0.0226914474819696,TRUE,0.1,TRUE
"rules",FALSE,50,0.980830523663021,0.900485036119711,0.949843260188088,0.932642377196277,0.851427024310826,0.00479762775981864,0.0249715923382469,0.0114874655964001,0.0115995907422215,0.0257338235536647,FALSE,0.1,FALSE
"tree",FALSE,50,0.980195842270252,0.903748194014448,0.946081504702194,0.931333082926422,0.848899231445878,0.00472864091100594,0.0249046579459312,0.0116607403191147,0.010990577836162,0.024329117811743,FALSE,0.1,FALSE
"rules",FALSE,100,0.981300654673133,0.900597867217062,0.949028213166144,0.932151996995117,0.850407390760274,0.00478121430369893,0.0244093778661339,0.0115711346171793,0.0113015563474793,0.0250646373229499,FALSE,0.1,FALSE
"tree",FALSE,100,0.980844016119344,0.90562779497764,0.946394984326019,0.932191561287091,0.850838052136658,0.00489625243845936,0.0246384769556338,0.0117336072607021,0.0111643830900178,0.0246678960574918,FALSE,0.1,FALSE
"rules",FALSE,50,0.98061063824969,0.896938424492604,0.949278996865204,0.931044614164684,0.847814068807528,0.00379359155636786,0.0226574675797185,0.0106294792789825,0.00986553509056372,0.0219669518025816,TRUE,0.1,FALSE
"tree",FALSE,50,0.980429909212764,0.900691434468524,0.946771159874608,0.930718417428321,0.847350605686106,0.00428561570529751,0.0263335186084474,0.00973941037419664,0.00962768865466657,0.0217465519936889,TRUE,0.1,FALSE
"rules",FALSE,100,0.981099036699869,0.898816649466804,0.950094043887147,0.932229790075539,0.850447217040098,0.00387011335515314,0.0220928089361533,0.0107635353857218,0.00848875581188037,0.0188815177469955,TRUE,0.1,FALSE
"tree",FALSE,100,0.981000333213635,0.903739250085999,0.947147335423198,0.932025374567005,0.850364402226271,0.00395398005404016,0.0224201162033986,0.0113294297191968,0.00891635712455671,0.0197516932450135,TRUE,0.1,FALSE
"rules",FALSE,50,0.980578241041783,0.895553491572067,0.950658307210031,0.931454196402487,0.848580728917906,0.00437323856517336,0.0256233895024353,0.0126476341494238,0.0102021282038382,0.0227108859945419,TRUE,0.25,FALSE
"tree",FALSE,50,0.980502179907326,0.905157206742346,0.947460815047022,0.932718500897291,0.851929513074246,0.00420005197979013,0.0232345942324742,0.0126436693488733,0.00932151088324362,0.020556557799924,TRUE,0.25,FALSE
"rules",FALSE,100,0.981161129820679,0.895780529755762,0.950031347962382,0.931125996410834,0.847898643403351,0.00392085570781699,0.0259153487345988,0.0125297450231947,0.0103029271502982,0.0229260551343328,TRUE,0.25,FALSE
"tree",FALSE,100,0.980894144821763,0.905155830753354,0.947147335423198,0.932514419264638,0.851504173854924,0.00419119816259464,0.0240892204555871,0.0133751472767687,0.0100456658079236,0.0220707292463116,TRUE,0.25,FALSE
