"model","winnow","trials","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","noGlobalPruning","CF","fuzzyThreshold"
"rules",FALSE,50,0.984094882852222,0.889324389404885,0.959310344827586,0.934926922916406,0.855497879962624,0.00325833176018403,0.0269248143957871,0.0138680708535058,0.0096747243106543,0.0216499958715696,FALSE,0.1,TRUE
"tree",FALSE,50,0.984045968384604,0.917342965256278,0.950344827586207,0.938848545553191,0.865645267815855,0.00348545030823591,0.0240972930823613,0.0137499980742646,0.0111408670745916,0.024438680107958,FALSE,0.1,TRUE
"rules",FALSE,100,0.984678477957756,0.894714138286894,0.960501567398119,0.937581903927215,0.861488538234076,0.00311031913490472,0.0274076492807972,0.0135832968097654,0.0114882539205351,0.0256781050702063,FALSE,0.1,TRUE
"tree",FALSE,100,0.984349546495164,0.921098727210182,0.951222570532915,0.940727849421977,0.869865518398141,0.003466403846518,0.0207400698233731,0.0136592689294208,0.0107095153026945,0.0232884987667343,FALSE,0.1,TRUE
"rules",FALSE,50,0.983885303337636,0.886998968008256,0.959122257053292,0.933987312716498,0.85326876050707,0.00364452784776768,0.0289494467418852,0.00952011200200427,0.0108104765360385,0.0246027604494554,FALSE,0.25,TRUE
"tree",FALSE,50,0.983565083955817,0.915950464396285,0.949592476489028,0.937867117399107,0.863458221428344,0.0036698950697984,0.0221798395632813,0.0102285334680931,0.00995050137727121,0.0220041990314468,FALSE,0.25,TRUE
"rules",FALSE,100,0.984435030350478,0.891801169590643,0.959184952978056,0.935702266182547,0.857274881231512,0.0036233442073622,0.0241868320855323,0.00887761897085035,0.00953203070829099,0.0215048572620354,FALSE,0.25,TRUE
"tree",FALSE,100,0.984247147464827,0.918174062607499,0.950470219435737,0.93921472392638,0.866441604516318,0.00381847971706767,0.0208864819741496,0.00979095884866791,0.00971866586805235,0.0214718419319671,FALSE,0.25,TRUE
"rules",FALSE,50,0.98430823986637,0.88569040247678,0.962068965517241,0.935457785568215,0.85631838184428,0.00420630707283733,0.0275607959491456,0.00963090603117176,0.00986697556571735,0.0225151051465301,TRUE,0.1,TRUE
"tree",FALSE,50,0.984202033142356,0.917466804265566,0.951912225705329,0.939910855139602,0.867848545564858,0.00397657247593115,0.02389680299957,0.0103410465286934,0.00985570813823121,0.0219225209102245,TRUE,0.1,TRUE
"rules",FALSE,100,0.984855847899298,0.887563123495012,0.963134796238244,0.936805141688577,0.859293280441614,0.00389600626846855,0.0283651879088672,0.00876554026307878,0.0100564987325412,0.0230546576857823,TRUE,0.1,TRUE
"tree",FALSE,100,0.984746935566835,0.916994152046784,0.951473354231975,0.93946079045115,0.866856597908941,0.00373481474147222,0.0245399973374632,0.00981632512947264,0.00956310476424182,0.0213650117902891,TRUE,0.1,TRUE
"rules",FALSE,50,0.984120195226526,0.895322325421397,0.959686520376176,0.937257126163349,0.86082770204935,0.00393456746661925,0.0252095413436147,0.0109513871241675,0.0105880462216343,0.0237050619221624,FALSE,0.1,FALSE
"tree",FALSE,50,0.984010483828355,0.915942896456828,0.950282131661442,0.938317599432411,0.864425430144217,0.0039730195471856,0.0227333688717615,0.0120499864481209,0.00995965076491861,0.0219704775827485,FALSE,0.1,FALSE
"rules",FALSE,100,0.984782066420585,0.896019951840385,0.960501567398119,0.938031801677726,0.862518976996081,0.00380339403978055,0.0247782914061492,0.0108777051513579,0.0101857424404436,0.0228529478627924,FALSE,0.1,FALSE
"tree",FALSE,100,0.984554743549512,0.919115927072583,0.950658307210031,0.939666457994241,0.867463215635729,0.00386470813194078,0.0221982871567926,0.0113788864776567,0.00997432939563571,0.0220005558504351,FALSE,0.1,FALSE
"rules",FALSE,50,0.984592553052679,0.884289645682835,0.96025078369906,0.933782646801052,0.852672264782314,0.00358304516217623,0.02587866720855,0.00894401270600621,0.011161291430756,0.0253266484676691,TRUE,0.1,FALSE
"tree",FALSE,50,0.984305892273865,0.919563811489508,0.951347962382445,0.940276365761028,0.868783823149072,0.00350439693239428,0.0189006849137806,0.0103726099000831,0.00860256202608101,0.0189367842825073,TRUE,0.1,FALSE
"rules",FALSE,100,0.985055683341367,0.883708290333677,0.962445141065831,0.935008305162556,0.855266590081632,0.00344210007591684,0.0236195716620965,0.00959418652956377,0.00996246574365579,0.0225127682872591,TRUE,0.1,FALSE
"tree",FALSE,100,0.984753416518122,0.9179305125559,0.951912225705329,0.940072951880139,0.868260579109601,0.00333292621776791,0.0178686628935121,0.0100857793282841,0.0087552328605894,0.0192466760293532,TRUE,0.1,FALSE
"rules",FALSE,50,0.984324585666638,0.887696594427245,0.961504702194357,0.935784232711489,0.857143123346435,0.00388146655663284,0.0318022262526324,0.01316401151345,0.00977311217916928,0.0224416521729719,TRUE,0.25,FALSE
"tree",FALSE,50,0.984241863494559,0.919108359133127,0.950407523510972,0.939500939025917,0.867123806980554,0.00378920417470739,0.0231750704599321,0.0129744986573268,0.00964497534844486,0.0212081569907664,TRUE,0.25,FALSE
"rules",FALSE,100,0.98489170556855,0.887810113519092,0.961692789968652,0.93594708067276,0.857511615831912,0.0038246394934228,0.0304779634393307,0.012983769689372,0.0101749899421229,0.0230810612173572,TRUE,0.25,FALSE
"tree",FALSE,100,0.984700065672202,0.921102855177159,0.95153605015674,0.940930762489045,0.870278027139404,0.00384093983777163,0.0226179857141175,0.0137769547378994,0.00952920748835528,0.0208115549411838,TRUE,0.25,FALSE
