"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
2,0.96730260866377,0.863536291709666,0.920877742946708,0.90089937815617,0.782328425270056,0.00533906438954007,0.0280292847977167,0.016203207954422,0.013192309567016,0.0288237398302807,5
5,0.97246270217926,0.868352941176471,0.93141065830721,0.909437836484287,0.800379496032875,0.00496368750888196,0.026404213888069,0.014255288540676,0.0113260020830397,0.0249813382164921,5
7,0.973356353111558,0.866937736498108,0.934545454545455,0.910990025458036,0.803454025322111,0.0049687601778829,0.0266952491040005,0.0135632022901467,0.0115408369238075,0.0256646614819148,5
8,0.973500798526527,0.865066391468868,0.935047021943574,0.910664329535495,0.80261911497309,0.00492722829499026,0.0266849419009735,0.0143030413208097,0.0118356112985879,0.026185578531001,5
10,0.973599982961892,0.863660130718954,0.935423197492163,0.910418596886607,0.801971440463705,0.00516990316880228,0.0272391753039696,0.0140478165171143,0.0131282031642431,0.0291176173769529,5
11,0.973712974735074,0.862138974888201,0.935360501567398,0.909847669129001,0.80066026861707,0.0050265086306046,0.0258752595568488,0.0142165476351876,0.0123537712958372,0.0273131043855243,5
13,0.973512654030429,0.861197798417613,0.935862068965517,0.909847084846208,0.800529079935521,0.00501688391252154,0.0282231896353391,0.0130748914615677,0.0125150252208096,0.028016350766044,5
14,0.973631832362269,0.861663570691434,0.936175548589342,0.910214765660866,0.801328067580584,0.0050233608291196,0.0286131777511113,0.0128200894474396,0.0125285865503988,0.0280632552980318,5
15,0.973561494091119,0.862600619195046,0.936238244514107,0.910582363006552,0.802187942264218,0.00516663601173214,0.0289207438078304,0.013695193406147,0.0123513046544011,0.0275979651030696,5
17,0.97348142684451,0.861309941520468,0.935047021943574,0.909356370769167,0.799507269858775,0.00508625341735825,0.0285118435728404,0.0125877123803034,0.0120052178173558,0.0269938430938556,5
19,0.973278097511897,0.860255245958032,0.934670846394984,0.908744042402237,0.79813786518633,0.00527122442181885,0.0298742433788279,0.0137207961594803,0.0122171680300182,0.0274116091119351,5
21,0.97315354247072,0.860609563123495,0.934858934169279,0.908989190768332,0.798689049716407,0.00523918520398218,0.0289550557619614,0.0134689818480456,0.0128056553421224,0.0286370086774085,5
22,0.973229460183127,0.860610251117991,0.934670846394984,0.908867159133592,0.798424560821597,0.00511699093647827,0.0296573222369112,0.0133052414543376,0.0122584236318472,0.0275382762924607,5
24,0.973204983538815,0.862369453044376,0.93448275862069,0.909356704645048,0.799611144269532,0.00527163076654105,0.0288272917824736,0.0129676956879268,0.0124886235341967,0.0280120786411394,5
