"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
13,0.975601670597294,0.898248366013072,0.929028213166144,0.918302491548767,0.821407715059838,0.00505367430168792,0.025759798864268,0.0170734694926135,0.0140620467775725,0.0303882916105491,8
39,0.97797607331994,0.894373581011352,0.935673981191223,0.921283669295939,0.827269134864112,0.00447896430765129,0.023115009481891,0.0154774966311667,0.0122795760440383,0.026620907271874,8
59,0.978146226867803,0.887106983144135,0.93730407523511,0.919813029506281,0.823611443309901,0.00452122322497383,0.0225788760983715,0.0147986669429989,0.0113345310735005,0.0246265661278233,8
64,0.978333005511504,0.888398348813209,0.937993730407524,0.920712407662451,0.825591680748109,0.00441085718071636,0.0226896602977656,0.0148431857075257,0.0115445620288192,0.0251434790433107,8
84,0.978079019079446,0.883598899208806,0.937680250783699,0.91883427235925,0.82126955099021,0.00453461625186353,0.0245822485402391,0.0148614146973926,0.0115681210533432,0.0252963133046481,8
91,0.978160864543805,0.88265909872721,0.938432601880878,0.918997871541255,0.821556075953949,0.00456744011606917,0.0219930499741713,0.0149303475604585,0.0112976130336859,0.0244882153691455,8
106,0.977867370189565,0.881842449260406,0.938557993730407,0.918793205625809,0.821040488511302,0.00463368646454866,0.0236028715719619,0.0145526885886896,0.0108855894212576,0.0237568324156344,8
110,0.977763530468559,0.878904712762298,0.938244514106583,0.91756863236092,0.818250890091618,0.00456946384088264,0.022934775377712,0.0147341548377628,0.0110504224549148,0.0240880048708343,8
124,0.977579600855356,0.878089439284486,0.937805642633229,0.916996786444639,0.816947966225114,0.00464318236131645,0.02593598970535,0.0137354048774015,0.0115979756640612,0.0256378807469614,8
125,0.977639730280277,0.877853457172343,0.939310344827586,0.917894662159342,0.818839549303668,0.00448687315699856,0.0238451905497656,0.0150640723988383,0.0115244685143565,0.0251840002215898,8
142,0.977338425355293,0.876330237358101,0.938871473354232,0.91707833562873,0.816989535884242,0.00458928762230066,0.0230568835416436,0.0134236406514302,0.011105479633169,0.0243835484161526,8
152,0.977158252752787,0.875391124871001,0.937931034482759,0.916138475021911,0.814971561124764,0.00476000027774396,0.0227170785906368,0.014635140741933,0.0111583334854203,0.0243708319153648,8
173,0.97680529755762,0.874577227382181,0.937680250783699,0.915690163181837,0.813957557653643,0.00475859061230808,0.0234766712371458,0.0143394508526212,0.0112828197843569,0.0246682853266011,8
184,0.976602998060028,0.874807705538356,0.937680250783699,0.915771295021076,0.814138219354942,0.00474406656887824,0.0246794047318411,0.0145890249463483,0.0114042320648045,0.0250554584370855,8
200,0.976468811095906,0.87409907120743,0.938369905956113,0.915975209715788,0.814503549914741,0.00473054789675409,0.0239508102878935,0.0143809289493503,0.0108206145979606,0.023702888760672,8
