"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
1,0.968941950733987,0.869758513931889,0.919561128526646,0.902207253453529,0.785644634303721,0.00538150692003182,0.0241232949170627,0.0145886125415781,0.0108865538492959,0.0236657839229311,7
3,0.973021593106252,0.868824217406261,0.930470219435737,0.908989441175243,0.799486451123952,0.0049434918949372,0.026840850005126,0.0138998492426845,0.0111508869762308,0.0247026547377303,7
5,0.97384184537809,0.866363949088407,0.934043887147335,0.910460498309753,0.802295117113557,0.00485384913415866,0.0293014248317784,0.0147981248573582,0.0113228652592358,0.02520738872394,7
6,0.974110809169953,0.864020639834881,0.935485893416928,0.910583197696256,0.802323572369512,0.0048061599269032,0.0286742119815737,0.0136875765015499,0.0113145941772418,0.0253006968266492,7
7,0.974133455835175,0.864248366013072,0.934921630094044,0.910296815658779,0.801746338705514,0.00484041059144069,0.0282184699994765,0.0132326932503091,0.0109841224564272,0.0246124278746244,7
8,0.974024565069937,0.862269005847953,0.93435736677116,0.909236676265598,0.799373834131135,0.00490999193535314,0.029285655859737,0.0144477125160944,0.0124803759861088,0.0278300821841514,7
9,0.974104478110884,0.862845545235638,0.934733542319749,0.909685155043613,0.800347052425379,0.00479751856911976,0.0288674176422935,0.0136523664884539,0.0112531507982563,0.0252068019917403,7
10,0.974084187665057,0.864368077055384,0.93460815047022,0.910133717290597,0.801421339600526,0.00477977333922698,0.0285530823231256,0.0134945679384089,0.0118038706093487,0.0263761441828363,7
11,0.973977608906402,0.862143102855177,0.935047021943574,0.909644422186052,0.800205313431714,0.0046786868896995,0.0281301012832036,0.0136281068350096,0.0112706309342341,0.0251899688009825,7
13,0.973924320605435,0.863193670450636,0.934043887147335,0.909358624431368,0.799696264933568,0.0048116523072907,0.0301858423860207,0.0142175350766681,0.0120111076920894,0.0268766653143154,7
15,0.973725692927999,0.862966632266942,0.933730407523511,0.909073327490505,0.799077483552107,0.00471917233757243,0.0303997007468493,0.0138466516296027,0.0125824667808881,0.028203828566732,7
