"mtry","ROC","Sens","Spec","Accuracy","Kappa","ROCSD","SensSD","SpecSD","AccuracySD","KappaSD","variant"
11,0.973169079500029,0.89203302373581,0.92294670846395,0.912175368306832,0.808235096628269,0.00486292644814463,0.0254228077849098,0.0168527394050451,0.0132584750679679,0.0285915108099548,6
32,0.976708268766452,0.886999656002752,0.933855799373041,0.917526480530863,0.818828022057246,0.00457891498201901,0.0250428741379662,0.0148561508422735,0.0113894246783897,0.0248655235119413,6
48,0.977264911310177,0.885592019263846,0.936426332288401,0.918711406034806,0.821150929564534,0.00447347024383721,0.0232722349151968,0.0122812704938322,0.0104439790596335,0.023012063107077,6
52,0.977321320388685,0.883600275197798,0.937492163009404,0.918711739910688,0.82096024068457,0.00435408398016721,0.0271771935678836,0.0130010579273506,0.011708771094149,0.0260059590416028,6
68,0.977374474972852,0.879613347093223,0.937931034482759,0.917609198280539,0.818357668780614,0.00430204071184171,0.0249145233715878,0.0134795494342073,0.0108103753715902,0.0238916185289519,6
73,0.977264657895276,0.879025799793602,0.938495297805643,0.917772296648721,0.818630706517368,0.00435757606176938,0.0248664063455214,0.0122951429375339,0.0105926426312064,0.023535510462831,6
86,0.977183956572235,0.876919160646715,0.938683385579937,0.917159968281791,0.817174556736624,0.00430562942767371,0.0255395299864594,0.0125896240991055,0.0109780986513941,0.0244156163697344,6
89,0.976967644848183,0.876213278293774,0.938620689655172,0.91687283502358,0.816500338422116,0.00430910488973788,0.0264285587624785,0.0122165977404898,0.0113235299654053,0.0252818868306274,6
101,0.976817361185248,0.874696250429997,0.937868338557994,0.91585351195693,0.814268181925624,0.00464094827230951,0.0250938389405585,0.0126139731170581,0.0114856767264484,0.0255148366190081,6
102,0.976852010011506,0.875868593051256,0.937492163009404,0.916017027669964,0.814699547424533,0.00448730979067919,0.0261865507001896,0.0125776710894616,0.0118092079770814,0.0262269756122531,6
115,0.97662225543575,0.872000687994496,0.938369905956113,0.91524118359,0.812762466556245,0.00447851908886171,0.0258056576530462,0.0133841407872502,0.0113869073902037,0.0252244634560096,6
123,0.976590808264129,0.873169590643275,0.937366771159875,0.914995284003172,0.812337554298433,0.00451219194077384,0.0268184370203241,0.0131403764895544,0.0113761839021564,0.0253066094855625,6
140,0.976362140676542,0.873172342621259,0.93705329153605,0.914792037060223,0.811920815756802,0.00452056632819387,0.0280073173363088,0.0142440293267397,0.0118176876988416,0.026210878686928,6
149,0.976113742312632,0.871651186790506,0.937241379310345,0.914383372981094,0.810923839154927,0.00454539317741607,0.0277725662533133,0.0133222630600381,0.0113372442315738,0.0252964597873173,6
162,0.976112069774288,0.873051943584451,0.937241379310345,0.914873836651225,0.812077256157709,0.00452273992691148,0.0270828714896986,0.0134719594715174,0.0112349655869795,0.0249215589718378,6
