"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
11,0.117433907394074,0.745533985428871,0.0699101897095371,0.00583316038480383,0.0229905309134481,0.00293252347008211,6
32,0.110138808420004,0.768206123597672,0.0629256942695424,0.00544933418164071,0.0225100502488581,0.00276227484536686,6
48,0.109044225102591,0.771206439534224,0.0616648965033017,0.00551305391184908,0.0230315850846088,0.0028375461317231,6
52,0.108764708475202,0.772138830522265,0.061402822613366,0.00551831335319635,0.0223429737421248,0.00282019172664788,6
68,0.108635357609162,0.771780072476257,0.0609583220157498,0.00556951746211444,0.0230819103456814,0.00283744335652795,6
73,0.108445738515652,0.772419509068017,0.0607225738538985,0.00562081564094391,0.0232626498737421,0.00295297086038004,6
86,0.108532696170154,0.7715546490867,0.0605729678558378,0.00560833442254241,0.0232264382056572,0.00295017869666056,6
89,0.108446085859429,0.771848148451155,0.0604733981453985,0.00554115294191527,0.0228799865036721,0.00288540385280386,6
101,0.108730720676323,0.770309225680484,0.0604858160252697,0.00553146108514933,0.0229887958977765,0.00292207937407938,6
102,0.108689759717667,0.770535763776504,0.0604892836182668,0.00552879321711111,0.0224977689388188,0.00294230455151984,6
115,0.108877561050793,0.769417940955552,0.0604066694702681,0.00561439353735366,0.0237604258929502,0.00293535650415891,6
123,0.10898904043048,0.768673309610996,0.0603054812356092,0.00566083429580392,0.0238514090467248,0.0029949197389981,6
140,0.109501357285606,0.766334551661141,0.0603984708459639,0.00563908503238175,0.0235172867599961,0.00298059185994407,6
149,0.109745077480905,0.765122704866628,0.060484433391427,0.00549195938435294,0.0239477455910561,0.00295507871631853,6
162,0.110369946075509,0.762190827016571,0.060608907279144,0.00562790302141382,0.0246023625052078,0.00295712800313121,6
