"mtry","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","variant"
1,0.119578166291523,0.733537971179208,0.0698441470337028,0.00576684005847812,0.023677726030006,0.0031078687712309,4
3,0.111727935266686,0.757001096452317,0.0610927263978283,0.00585904264254018,0.0232319096622723,0.00310902061961796,4
4,0.111451473277969,0.757743786573783,0.0606551596080648,0.00582104092587277,0.0231116848488868,0.0030787965107428,4
5,0.111555055636188,0.756979810757764,0.0605349458631752,0.00577912650208785,0.0230153880600852,0.00306258484786637,4
6,0.111696153060712,0.75607240937997,0.0604121001907255,0.00576377361138914,0.0237886685155179,0.00306423485928211,4
7,0.111885428854183,0.755124494186646,0.0604442088184182,0.00596176437865187,0.0244015014181845,0.00312855158815978,4
8,0.112113969554587,0.754055920945739,0.0604082591994256,0.00587085955447743,0.0239998488973467,0.00309210333041181,4
9,0.112363255842254,0.752941843274523,0.0604750862497595,0.00589183281760959,0.0241332514858091,0.00308481423964397,4
10,0.112808818969751,0.750915476745335,0.060555058022616,0.00587869413320376,0.0244052235199528,0.00302986922939532,4
11,0.112904463437329,0.750409347845886,0.0605076676754671,0.00600427832764683,0.0247424318268749,0.00308626012113416,4
